timestamp,CH_forecast,CH_actual
2020-03-18T07:00:00Z,7270.575396352018,7351.21
2020-03-18T08:00:00Z,7567.850744185367,7527.09
2020-03-18T09:00:00Z,7622.0438151733315,7425.37
2020-03-18T10:00:00Z,7776.4691967747485,7506.84
2020-03-18T11:00:00Z,7910.563225789689,7916.78
2020-03-18T12:00:00Z,7689.386963669152,8196.87
2020-03-18T13:00:00Z,7603.550963220021,7918.54
2020-03-18T14:00:00Z,7427.517429623765,7388.91
2020-03-18T15:00:00Z,7300.403802791864,7035.53
2020-03-18T16:00:00Z,7202.70838289037,6845.73
2020-03-18T17:00:00Z,7177.623126726709,6891.03
2020-03-18T18:00:00Z,7558.268613646216,7388.78
2020-03-18T19:00:00Z,7487.346785009842,7615.28
2020-03-18T20:00:00Z,7102.395619657275,7181.35
2020-03-18T21:00:00Z,6774.941549657562,6801.13
2020-03-18T22:00:00Z,6649.465130992706,6673.28
2020-03-18T23:00:00Z,6521.5975768600865,6391.42
2020-03-19T00:00:00Z,6513.573138974178,6171.93
2020-03-19T01:00:00Z,6572.50953927183,6143.08
2020-03-19T02:00:00Z,6638.896558311826,6230.26
2020-03-19T03:00:00Z,6703.913467553949,6284.15
2020-03-19T04:00:00Z,6229.530006870576,6334.38
2020-03-19T05:00:00Z,6286.929716180897,6328.04
2020-03-19T06:00:00Z,6467.0510470081035,6905.09
2020-03-19T07:00:00Z,6777.2088683376805,7158.87
2020-03-19T08:00:00Z,7065.283261133217,7270.74
2020-03-19T09:00:00Z,7106.988316680566,7157.89
2020-03-19T10:00:00Z,7265.238933235794,7380.59
2020-03-19T11:00:00Z,7418.793635610852,7609.38
2020-03-19T12:00:00Z,7314.235287826355,7340.44
2020-03-19T13:00:00Z,7209.694025315494,7299.92
2020-03-19T14:00:00Z,6962.857918097944,6921.12
2020-03-19T15:00:00Z,6753.927255804776,6655.03
2020-03-19T16:00:00Z,6640.968699197916,6626.22
2020-03-19T17:00:00Z,6646.539033019399,6698.7
2020-03-19T18:00:00Z,7043.956780483577,7150.9
2020-03-19T19:00:00Z,7011.275390386381,7436.76
2020-03-19T20:00:00Z,6612.229513967299,7093.37
2020-03-19T21:00:00Z,6271.55035483747,6760.21
2020-03-19T22:00:00Z,6130.090979527179,6629.73
2020-03-19T23:00:00Z,5994.105630543276,6295.94
2020-03-20T00:00:00Z,5981.809682944679,6143.74
2020-03-20T01:00:00Z,6033.941211963614,6045.91
2020-03-20T02:00:00Z,6084.245229055117,5992.94
2020-03-20T03:00:00Z,6137.537572548479,6015.74
2020-03-20T04:00:00Z,5959.388180897613,5930.75
2020-03-20T05:00:00Z,6011.065868114384,6209.81
2020-03-20T06:00:00Z,6254.760981555982,6703.19
2020-03-20T07:00:00Z,6586.266199025268,6965.86
2020-03-20T08:00:00Z,6853.156820420738,7178.03
2020-03-20T09:00:00Z,6882.883693466901,7151.09
2020-03-20T10:00:00Z,7064.7019998841915,7197.78
2020-03-20T11:00:00Z,7195.19652101855,7387.33
2020-03-20T12:00:00Z,6991.96273756449,7095.6
2020-03-20T13:00:00Z,6928.614825559625,6931.56
2020-03-20T14:00:00Z,6698.823719237294,6817.04
2020-03-20T15:00:00Z,6503.623752644709,6788.33
2020-03-20T16:00:00Z,6421.673883437731,6745.41
2020-03-20T17:00:00Z,6436.096612387714,6905.75
2020-03-20T18:00:00Z,6829.435455343472,7238.03
2020-03-20T19:00:00Z,6824.917709137851,7292.51
2020-03-20T20:00:00Z,6443.829420609762,6952.85
2020-03-20T21:00:00Z,6110.922070071053,6684.23
2020-03-20T22:00:00Z,5971.265663959521,6642.21
2020-03-20T23:00:00Z,5814.380356634563,6557.75
2020-03-21T00:00:00Z,5801.4386367345105,6437.72
2020-03-21T01:00:00Z,5833.277478187996,6702.32
2020-03-21T02:00:00Z,5857.25325480216,6821.97
2020-03-21T03:00:00Z,5904.499138774522,6685.64
2020-03-21T04:00:00Z,6592.884819920703,6530.89
2020-03-21T05:00:00Z,6699.921689647556,6626.67
2020-03-21T06:00:00Z,6941.424525889101,6675.83
2020-03-21T07:00:00Z,7263.431184303346,6660.59
2020-03-21T08:00:00Z,7539.917759449229,6969.13
2020-03-21T09:00:00Z,7577.221215761288,7393.33
2020-03-21T10:00:00Z,7728.82110332185,7530.0
2020-03-21T11:00:00Z,7864.054029151235,7649.15
2020-03-21T12:00:00Z,7659.863205025213,7645.04
2020-03-21T13:00:00Z,7567.283108474391,7509.18
2020-03-21T14:00:00Z,7377.106708974425,7456.83
2020-03-21T15:00:00Z,7222.86765167752,7353.39
2020-03-21T16:00:00Z,7137.889480907393,6927.76
2020-03-21T17:00:00Z,7168.143498125067,6993.95
2020-03-21T18:00:00Z,7543.441092065891,7150.65
2020-03-21T19:00:00Z,7515.482811929458,7055.07
2020-03-21T20:00:00Z,7136.893982227929,6667.89
2020-03-21T21:00:00Z,6817.819861649765,6510.51
2020-03-21T22:00:00Z,6695.524190988096,6170.03
2020-03-21T23:00:00Z,6576.278963828125,6159.61
2020-03-22T00:00:00Z,6561.209316620972,7013.48
2020-03-22T01:00:00Z,6657.551996623531,6976.87
2020-03-22T02:00:00Z,6711.397102780413,7067.47
2020-03-22T03:00:00Z,6725.509173410651,6782.92
2020-03-22T04:00:00Z,6649.681597064235,6497.65
2020-03-22T05:00:00Z,6731.770089230574,6376.09
2020-03-22T06:00:00Z,6899.100994111058,6338.68
2020-03-22T07:00:00Z,7160.177044444579,6224.13
2020-03-22T08:00:00Z,7453.993635655666,6994.1
2020-03-22T09:00:00Z,7584.972251779653,7013.24
2020-03-22T10:00:00Z,7745.12292468465,7140.51
2020-03-22T11:00:00Z,7865.87499135968,7342.76
2020-03-22T12:00:00Z,7717.015456022563,7401.42
2020-03-22T13:00:00Z,7627.920174675404,7344.88
2020-03-22T14:00:00Z,7458.39988703921,7126.07
2020-03-22T15:00:00Z,7297.921580621534,7009.37
2020-03-22T16:00:00Z,7134.60311918656,7155.65
2020-03-22T17:00:00Z,7158.6709050301815,6436.46
2020-03-22T18:00:00Z,7491.533043564562,6822.88
2020-03-22T19:00:00Z,7433.3409981160685,7031.33
2020-03-22T20:00:00Z,7047.109870510885,6804.51
2020-03-22T21:00:00Z,6754.796009169616,6475.59
2020-03-22T22:00:00Z,6574.6403653774705,6709.94
2020-03-22T23:00:00Z,6475.504124788455,7142.39
2020-03-23T00:00:00Z,6663.021327633438,7387.47
2020-03-23T01:00:00Z,6707.294544068495,7498.15
2020-03-23T02:00:00Z,6760.972994703128,7239.21
2020-03-23T03:00:00Z,6731.86243107902,7477.77
2020-03-23T04:00:00Z,7404.217808408553,7512.7
2020-03-23T05:00:00Z,7436.751521391807,7620.42
2020-03-23T06:00:00Z,7581.399393642652,7132.26
2020-03-23T07:00:00Z,7802.0919287156685,7427.65
2020-03-23T08:00:00Z,8195.508122571644,7737.22
2020-03-23T09:00:00Z,8256.486241200611,8454.82
2020-03-23T10:00:00Z,8412.817720168514,8979.68
2020-03-23T11:00:00Z,8553.33218369442,9167.77
2020-03-23T12:00:00Z,8426.259943458721,9020.59
2020-03-23T13:00:00Z,8349.958022374514,8781.89
2020-03-23T14:00:00Z,8152.622408562067,8533.07
2020-03-23T15:00:00Z,7994.616470679136,8217.11
2020-03-23T16:00:00Z,7938.869709818912,7089.06
2020-03-23T17:00:00Z,7796.716374469434,7172.23
2020-03-23T18:00:00Z,8168.1963260082,7723.22
2020-03-23T19:00:00Z,8175.900728794,8015.3
2020-03-23T20:00:00Z,7825.119712004612,7631.88
2020-03-23T21:00:00Z,7505.431249933322,7179.69
2020-03-23T22:00:00Z,7440.535795358279,7052.8
2020-03-23T23:00:00Z,7442.883405956445,6949.71
2020-03-24T00:00:00Z,7539.585768586767,6721.04
2020-03-24T01:00:00Z,7612.905276565262,6724.76
2020-03-24T02:00:00Z,7594.159146391178,6746.48
2020-03-24T03:00:00Z,7660.228191846075,6541.28
2020-03-24T04:00:00Z,6440.328335600783,6492.88
2020-03-24T05:00:00Z,6519.215217994752,6824.6
2020-03-24T06:00:00Z,6552.486104650805,7281.73
2020-03-24T07:00:00Z,6840.6144522674995,7480.14
2020-03-24T08:00:00Z,7154.832075035921,7615.5
2020-03-24T09:00:00Z,7368.011530620135,7656.86
2020-03-24T10:00:00Z,7609.049480948069,7853.15
2020-03-24T11:00:00Z,7749.526119895656,8029.2
2020-03-24T12:00:00Z,7588.839870631606,7496.64
2020-03-24T13:00:00Z,7472.876954143429,7472.01
2020-03-24T14:00:00Z,7267.977402375376,7631.18
2020-03-24T15:00:00Z,7068.55930925889,7219.6
2020-03-24T16:00:00Z,6742.962189356018,7085.03
2020-03-24T17:00:00Z,6742.3369560816745,7162.28
2020-03-24T18:00:00Z,7148.857406833003,7644.96
2020-03-24T19:00:00Z,7185.838433866877,7920.44
2020-03-24T20:00:00Z,6807.4481919719465,7463.39
2020-03-24T21:00:00Z,6460.674609121402,7109.46
2020-03-24T22:00:00Z,6332.386266988601,7043.81
2020-03-24T23:00:00Z,6242.744228980277,6854.48
2020-03-25T00:00:00Z,6248.956535085831,6777.92
2020-03-25T01:00:00Z,6299.770085494588,7071.76
2020-03-25T02:00:00Z,6328.066241731455,6823.03
2020-03-25T03:00:00Z,6304.599948673542,6649.78
2020-03-25T04:00:00Z,6561.036739126797,6597.89
2020-03-25T05:00:00Z,6687.215112131021,6796.83
2020-03-25T06:00:00Z,6897.624645952592,7150.63
2020-03-25T07:00:00Z,7160.152147672375,7417.47
2020-03-25T08:00:00Z,7442.162105824835,7498.82
2020-03-25T09:00:00Z,7533.477542078861,7462.25
2020-03-25T10:00:00Z,7717.762121998929,7636.52
2020-03-25T11:00:00Z,7859.653527336522,8280.25
2020-03-25T12:00:00Z,7618.152365066172,7544.27
2020-03-25T13:00:00Z,7543.276480594284,7537.79
2020-03-25T14:00:00Z,7425.540137319173,7609.41
2020-03-25T15:00:00Z,7199.7471922143295,7887.8
2020-03-25T16:00:00Z,7052.780275270341,7777.7
2020-03-25T17:00:00Z,7046.498014566211,7419.75
2020-03-25T18:00:00Z,7446.760217563449,7751.29
2020-03-25T19:00:00Z,7497.751474387497,7885.64
2020-03-25T20:00:00Z,7105.297446653116,7487.18
2020-03-25T21:00:00Z,6774.489555025573,7147.63
2020-03-25T22:00:00Z,6665.1198302439325,7045.06
2020-03-25T23:00:00Z,6562.894808454064,7088.58
2020-03-26T00:00:00Z,6591.631683054222,6809.58
2020-03-26T01:00:00Z,6704.757423012772,6993.87
2020-03-26T02:00:00Z,6669.749502503626,6952.08
2020-03-26T03:00:00Z,6646.865322107964,6890.0
2020-03-26T04:00:00Z,6811.072820699086,6737.51
2020-03-26T05:00:00Z,6918.970915336898,6934.22
2020-03-26T06:00:00Z,7113.031433264634,7166.68
2020-03-26T07:00:00Z,7390.07391700787,7431.22
2020-03-26T08:00:00Z,7651.670857153096,7550.05
2020-03-26T09:00:00Z,7731.205474975482,7475.65
2020-03-26T10:00:00Z,7914.772868552032,7531.38
2020-03-26T11:00:00Z,8160.535195713974,7708.23
2020-03-26T12:00:00Z,7858.078451140776,7619.33
2020-03-26T13:00:00Z,7788.87168972687,7936.92
2020-03-26T14:00:00Z,7666.785950370165,7512.69
2020-03-26T15:00:00Z,7580.753340700081,7234.02
2020-03-26T16:00:00Z,7427.478689367346,7259.2
2020-03-26T17:00:00Z,7334.51097210012,7272.99
2020-03-26T18:00:00Z,7707.945993992902,7701.89
2020-03-26T19:00:00Z,7741.516830725936,7873.25
2020-03-26T20:00:00Z,7357.76613581985,7462.07
2020-03-26T21:00:00Z,7026.68300296214,7102.28
2020-03-26T22:00:00Z,6911.005615158202,6961.33
2020-03-26T23:00:00Z,6854.26828692888,6714.3
2020-03-27T00:00:00Z,6827.925388805241,6593.58
2020-03-27T01:00:00Z,6926.3162309866075,6517.56
2020-03-27T02:00:00Z,6926.350092062907,6450.27
2020-03-27T03:00:00Z,6916.920140734179,6429.38
2020-03-27T04:00:00Z,6333.0912472353075,6372.62
2020-03-27T05:00:00Z,6447.727791908668,6656.59
2020-03-27T06:00:00Z,6627.96440084302,7076.98
2020-03-27T07:00:00Z,6902.920333405775,7242.46
2020-03-27T08:00:00Z,7160.668072141139,7274.42
2020-03-27T09:00:00Z,7223.870403232302,7236.18
2020-03-27T10:00:00Z,7380.2873492727795,7212.02
2020-03-27T11:00:00Z,7545.076095681905,7348.81
2020-03-27T12:00:00Z,7356.715044894786,7282.58
2020-03-27T13:00:00Z,7362.782778634075,7165.35
2020-03-27T14:00:00Z,7146.175588134302,6963.78
2020-03-27T15:00:00Z,6954.743623582986,6717.35
2020-03-27T16:00:00Z,6834.694768111223,6807.86
2020-03-27T17:00:00Z,6809.98373921024,6693.36
2020-03-27T18:00:00Z,7203.218338377142,7116.75
2020-03-27T19:00:00Z,7252.785521421251,7432.07
2020-03-27T20:00:00Z,6864.2228203837,7042.15
2020-03-27T21:00:00Z,6527.730044241342,6703.81
2020-03-27T22:00:00Z,6404.736233736074,6570.14
2020-03-27T23:00:00Z,6288.16114886251,6367.75
2020-03-28T00:00:00Z,6281.368954776122,6225.21
2020-03-28T01:00:00Z,6329.724694471313,6074.98
2020-03-28T02:00:00Z,6318.578624451894,5977.72
2020-03-28T03:00:00Z,6313.216077432265,6187.6
2020-03-28T04:00:00Z,6141.078226410947,6172.62
2020-03-28T05:00:00Z,6277.699588066287,6154.13
2020-03-28T06:00:00Z,6504.393601469832,6041.44
2020-03-28T07:00:00Z,6757.093510037535,5856.46
2020-03-28T08:00:00Z,6985.831658961198,6430.92
2020-03-28T09:00:00Z,7047.958523401329,7186.59
2020-03-28T10:00:00Z,7181.208071176873,7251.56
2020-03-28T11:00:00Z,7343.537299087862,7407.14
2020-03-28T12:00:00Z,7159.841976863901,7427.47
2020-03-28T13:00:00Z,7088.3363688153995,7482.64
2020-03-28T14:00:00Z,6911.8045243442875,7319.54
2020-03-28T15:00:00Z,6728.225114491504,7212.46
2020-03-28T16:00:00Z,6631.144419550587,7215.72
2020-03-28T17:00:00Z,6576.607608471681,7136.77
2020-03-28T18:00:00Z,6969.9498887880045,6482.74
2020-03-28T19:00:00Z,7058.9827583130955,6704.33
2020-03-28T20:00:00Z,6673.7919124594,6413.44
2020-03-28T21:00:00Z,6340.697980763581,6493.37
2020-03-28T22:00:00Z,6218.525692152753,6830.46
2020-03-28T23:00:00Z,6106.243852512767,6593.6
2020-03-29T00:00:00Z,6084.957112755576,7067.65
2020-03-29T01:00:00Z,6111.271120324846,6968.72
2020-03-29T02:00:00Z,6090.259338792474,6890.16333333
2020-03-29T03:00:00Z,6134.293944992131,6811.60666667
2020-03-29T04:00:00Z,6726.5748001107995,6733.05
2020-03-29T05:00:00Z,6809.403570194127,6753.86
2020-03-29T06:00:00Z,6931.145306683869,6570.52
2020-03-29T07:00:00Z,7104.499224320554,6694.15
2020-03-29T08:00:00Z,7440.406916904149,6972.72
2020-03-29T09:00:00Z,7669.020320104864,7039.59
2020-03-29T10:00:00Z,7811.090806940298,7059.06
2020-03-29T11:00:00Z,7974.317021411873,7498.6
2020-03-29T12:00:00Z,7818.573251008689,7410.9
2020-03-29T13:00:00Z,7786.923138775973,7470.47
2020-03-29T14:00:00Z,7614.768840626808,7394.14
2020-03-29T15:00:00Z,7456.887524193248,7707.97
2020-03-29T16:00:00Z,7354.202518260956,7825.41
2020-03-29T17:00:00Z,7307.056686490768,6913.06
2020-03-29T18:00:00Z,7466.7953597227715,6880.6
2020-03-29T19:00:00Z,7546.86821316239,6804.15
2020-03-29T20:00:00Z,7182.87585144408,6501.59
2020-03-29T21:00:00Z,6940.620451385763,6450.33
2020-03-29T22:00:00Z,6920.6675623801675,6278.52
2020-03-29T23:00:00Z,6794.473835475276,6268.9
2020-03-30T00:00:00Z,6900.42964680137,6175.57
2020-03-30T01:00:00Z,6926.974655691469,6156.93
2020-03-30T02:00:00Z,6906.471097886259,6166.35
2020-03-30T03:00:00Z,6897.330122515736,6164.78
2020-03-30T04:00:00Z,6085.709782506157,6278.65
2020-03-30T05:00:00Z,6170.005956502922,6955.53
2020-03-30T06:00:00Z,6264.247063268277,7485.35
2020-03-30T07:00:00Z,6483.86229245483,7881.35
2020-03-30T08:00:00Z,6767.135545175508,8053.31
2020-03-30T09:00:00Z,6874.443328507696,8181.31
2020-03-30T10:00:00Z,6999.597238773856,8323.29
2020-03-30T11:00:00Z,7223.047810412194,8275.34
2020-03-30T12:00:00Z,7054.885728741425,8143.1
2020-03-30T13:00:00Z,7028.348461590171,7888.3
2020-03-30T14:00:00Z,6875.319415493414,7721.03
2020-03-30T15:00:00Z,6811.840463401617,7663.92
2020-03-30T16:00:00Z,6742.2756235573825,7540.74
2020-03-30T17:00:00Z,6510.383627543171,7646.52
2020-03-30T18:00:00Z,6757.95547253987,7638.95
2020-03-30T19:00:00Z,6781.257035366796,7723.69
2020-03-30T20:00:00Z,6418.4848512133785,7438.76
2020-03-30T21:00:00Z,6165.877804441085,7258.62
2020-03-30T22:00:00Z,6054.83443596352,7071.74
2020-03-30T23:00:00Z,5970.870651107964,6847.88
2020-03-31T00:00:00Z,5972.623699729426,6767.25
2020-03-31T01:00:00Z,6007.4431531199625,6699.26
2020-03-31T02:00:00Z,6002.255949980898,6791.77
2020-03-31T03:00:00Z,6007.461405865087,6694.15
2020-03-31T04:00:00Z,6642.605834524686,6841.25
2020-03-31T05:00:00Z,6872.155110224765,7344.21
2020-03-31T06:00:00Z,7105.362741192671,7841.29
2020-03-31T07:00:00Z,7369.738413445904,7987.2
2020-03-31T08:00:00Z,7630.30862448845,7863.37
2020-03-31T09:00:00Z,7757.007820730903,7793.94
2020-03-31T10:00:00Z,7905.1190467548995,7817.56
2020-03-31T11:00:00Z,8037.664369628231,7574.88
2020-03-31T12:00:00Z,7865.950547016587,7534.53
2020-03-31T13:00:00Z,7775.696295224962,7346.27
2020-03-31T14:00:00Z,7606.809135907442,7263.3
2020-03-31T15:00:00Z,7482.057435960175,7244.28
2020-03-31T16:00:00Z,7369.1256149960755,6876.73
2020-03-31T17:00:00Z,7321.150491489779,7109.55
2020-03-31T18:00:00Z,7549.898012513902,7310.42
2020-03-31T19:00:00Z,7614.442243501368,7507.6
2020-03-31T20:00:00Z,7260.670093014227,7294.04
2020-03-31T21:00:00Z,6996.019872281917,7182.51
2020-03-31T22:00:00Z,6884.379567419826,6878.37
2020-03-31T23:00:00Z,6755.086903836511,6675.55
2020-04-01T00:00:00Z,6759.802978900308,6699.15
2020-04-01T01:00:00Z,6778.477963137942,6684.25
2020-04-01T02:00:00Z,6788.743480444125,6926.71
2020-04-01T03:00:00Z,6770.50650450442,6828.8
2020-04-01T04:00:00Z,6791.698394818385,6873.89
2020-04-01T05:00:00Z,7003.682554833816,7236.09
2020-04-01T06:00:00Z,7238.850339387669,7651.82
2020-04-01T07:00:00Z,7453.300852776937,7748.41
2020-04-01T08:00:00Z,7643.195997556803,7613.17
2020-04-01T09:00:00Z,7723.827669089679,7528.21
2020-04-01T10:00:00Z,7843.106190465068,7668.42
2020-04-01T11:00:00Z,7928.133896751491,7771.68
2020-04-01T12:00:00Z,7779.914145328319,8198.25
2020-04-01T13:00:00Z,7697.710089529659,8147.0
2020-04-01T14:00:00Z,7549.083115977933,8076.38
2020-04-01T15:00:00Z,7444.160980743757,7407.29
2020-04-01T16:00:00Z,7280.48524341201,6865.16
2020-04-01T17:00:00Z,7253.292454655742,6780.26
2020-04-01T18:00:00Z,7512.227236563707,7014.23
2020-04-01T19:00:00Z,7599.761183264158,7251.89
2020-04-01T20:00:00Z,7266.173334452614,7029.35
2020-04-01T21:00:00Z,7024.309294347448,6877.33
2020-04-01T22:00:00Z,6880.54565770713,6561.2
2020-04-01T23:00:00Z,6753.003751836649,6387.73
2020-04-02T00:00:00Z,6773.279238127419,6370.28
2020-04-02T01:00:00Z,6798.388583403937,6354.16
2020-04-02T02:00:00Z,6846.304600071162,6279.16
2020-04-02T03:00:00Z,6824.0372225860365,6226.55
2020-04-02T04:00:00Z,6194.636859722736,6461.33
2020-04-02T05:00:00Z,6399.70076571471,7063.42
2020-04-02T06:00:00Z,6637.50015966939,7436.7
2020-04-02T07:00:00Z,6840.403977775067,7548.71
2020-04-02T08:00:00Z,7009.750872916406,7346.41
2020-04-02T09:00:00Z,7079.595012075833,7235.14
2020-04-02T10:00:00Z,7219.858067418736,7313.7
2020-04-02T11:00:00Z,7360.068769516033,7181.59
2020-04-02T12:00:00Z,7321.251819918171,7509.56
2020-04-02T13:00:00Z,7259.679851589046,7554.09
2020-04-02T14:00:00Z,7116.592333861956,7249.57
2020-04-02T15:00:00Z,6872.023740656612,7046.91
2020-04-02T16:00:00Z,6658.33945082094,6535.04
2020-04-02T17:00:00Z,6579.057970340906,6596.09
2020-04-02T18:00:00Z,6836.971712186457,6767.02
2020-04-02T19:00:00Z,6939.775294043604,6969.57
2020-04-02T20:00:00Z,6611.43155059724,6739.29
2020-04-02T21:00:00Z,6368.42052807404,6574.41
2020-04-02T22:00:00Z,6212.291191956228,6285.56
2020-04-02T23:00:00Z,6084.645889564646,6067.55
2020-04-03T00:00:00Z,6094.142785684794,5942.28
2020-04-03T01:00:00Z,6114.704201640388,6198.11
2020-04-03T02:00:00Z,6103.487050496383,6378.48
2020-04-03T03:00:00Z,6085.245897191195,6267.41
2020-04-03T04:00:00Z,6268.804192276215,6314.77
2020-04-03T05:00:00Z,6540.555892953569,6774.87
2020-04-03T06:00:00Z,6783.390691351856,7183.98
2020-04-03T07:00:00Z,6983.012376171273,7346.87
2020-04-03T08:00:00Z,7115.452478846395,7181.56
2020-04-03T09:00:00Z,7168.094160247423,7166.05
2020-04-03T10:00:00Z,7292.87792755926,7219.15
2020-04-03T11:00:00Z,7372.767241604596,7026.63
2020-04-03T12:00:00Z,7339.233133971397,6858.27
2020-04-03T13:00:00Z,7297.774677261095,7205.58
2020-04-03T14:00:00Z,7108.763361894759,7020.91
2020-04-03T15:00:00Z,6946.1462620679085,6660.49
2020-04-03T16:00:00Z,6717.736898650846,6427.42
2020-04-03T17:00:00Z,6676.024887699366,6513.03
2020-04-03T18:00:00Z,6918.910865029989,6701.81
2020-04-03T19:00:00Z,7022.879353491752,6927.89
2020-04-03T20:00:00Z,6700.921335418625,6671.69
