timestamp,FR_forecast,FR_actual
2020-03-18T07:00:00Z,55395.07008980962,53173.0
2020-03-18T08:00:00Z,55760.88561116224,53440.0
2020-03-18T09:00:00Z,55117.70551614461,52585.0
2020-03-18T10:00:00Z,54924.845881880174,52593.0
2020-03-18T11:00:00Z,55608.547540025946,54084.0
2020-03-18T12:00:00Z,53477.29885224343,51680.0
2020-03-18T13:00:00Z,51075.87659623143,48919.0
2020-03-18T14:00:00Z,49482.93780364248,46706.0
2020-03-18T15:00:00Z,48750.6274498441,45529.0
2020-03-18T16:00:00Z,49028.4518540723,45054.0
2020-03-18T17:00:00Z,51134.467229418995,48007.0
2020-03-18T18:00:00Z,56094.276576330696,53865.0
2020-03-18T19:00:00Z,53631.95780918134,51571.0
2020-03-18T20:00:00Z,50829.51865749811,49257.0
2020-03-18T21:00:00Z,51214.66219774291,49838.0
2020-03-18T22:00:00Z,52384.22269649715,51392.0
2020-03-18T23:00:00Z,49923.06407090243,49189.0
2020-03-19T00:00:00Z,47919.49745244038,47218.0
2020-03-19T01:00:00Z,46581.92976640426,45932.0
2020-03-19T02:00:00Z,44227.775162964506,43589.0
2020-03-19T03:00:00Z,43442.78029361943,42669.0
2020-03-19T04:00:00Z,44538.27052589616,44246.0
2020-03-19T05:00:00Z,48123.309025948576,46969.0
2020-03-19T06:00:00Z,50487.478529727945,48689.0
2020-03-19T07:00:00Z,52405.0055565398,50298.0
2020-03-19T08:00:00Z,52970.35778967308,50335.0
2020-03-19T09:00:00Z,52428.22009801835,49884.0
2020-03-19T10:00:00Z,52427.91881681416,49961.0
2020-03-19T11:00:00Z,53424.815370181765,51452.0
2020-03-19T12:00:00Z,51357.730373234954,49207.0
2020-03-19T13:00:00Z,48957.21577871052,46698.0
2020-03-19T14:00:00Z,46868.626046423415,44692.0
2020-03-19T15:00:00Z,45703.13792060533,43160.0
2020-03-19T16:00:00Z,45644.73503899154,42709.0
2020-03-19T17:00:00Z,48769.48655049362,45729.0
2020-03-19T18:00:00Z,53836.546871643106,51316.0
2020-03-19T19:00:00Z,51255.86911711904,48888.0
2020-03-19T20:00:00Z,48817.23101629242,46483.0
2020-03-19T21:00:00Z,49235.9751756043,47103.0
2020-03-19T22:00:00Z,50464.57145880445,48886.0
2020-03-19T23:00:00Z,48025.04638686026,46994.0
2020-03-20T00:00:00Z,45951.23422997292,45168.0
2020-03-20T01:00:00Z,44603.39690838913,44016.0
2020-03-20T02:00:00Z,42245.527485702056,41523.0
2020-03-20T03:00:00Z,41411.33221389014,40498.0
2020-03-20T04:00:00Z,42206.475530060496,41655.0
2020-03-20T05:00:00Z,45646.17980972215,43937.0
2020-03-20T06:00:00Z,47957.87980553022,45160.0
2020-03-20T07:00:00Z,49776.33439046837,47019.0
2020-03-20T08:00:00Z,50121.315796373674,47956.0
2020-03-20T09:00:00Z,49641.22581810513,47939.0
2020-03-20T10:00:00Z,49611.01142359146,48755.0
2020-03-20T11:00:00Z,50618.767275133025,50871.0
2020-03-20T12:00:00Z,48521.488387313206,48883.0
2020-03-20T13:00:00Z,46141.78002877881,46366.0
2020-03-20T14:00:00Z,44261.78521685526,44589.0
2020-03-20T15:00:00Z,43084.61375627336,43509.0
2020-03-20T16:00:00Z,43048.72688377333,43196.0
2020-03-20T17:00:00Z,45851.5990970205,46009.0
2020-03-20T18:00:00Z,50947.24075982777,50930.0
2020-03-20T19:00:00Z,48410.88854758686,49235.0
2020-03-20T20:00:00Z,45847.57538997753,47001.0
2020-03-20T21:00:00Z,46306.31621462239,47817.0
2020-03-20T22:00:00Z,47679.71725109669,49584.0
2020-03-20T23:00:00Z,45410.57599350001,47430.0
2020-03-21T00:00:00Z,43439.53858602718,45188.0
2020-03-21T01:00:00Z,42162.2450280607,43577.0
2020-03-21T02:00:00Z,39747.74221616457,41008.0
2020-03-21T03:00:00Z,38867.23850315314,39571.0
2020-03-21T04:00:00Z,40910.702316893665,39968.0
2020-03-21T05:00:00Z,43976.76261768481,40794.0
2020-03-21T06:00:00Z,45943.040029940974,41091.0
2020-03-21T07:00:00Z,47833.21039102208,42759.0
2020-03-21T08:00:00Z,48529.99117129856,44583.0
2020-03-21T09:00:00Z,48206.103138409744,45755.0
2020-03-21T10:00:00Z,48500.765444842626,47398.0
2020-03-21T11:00:00Z,49860.471866077896,49912.0
2020-03-21T12:00:00Z,47840.59190457705,48082.0
2020-03-21T13:00:00Z,45421.73383786948,45608.0
2020-03-21T14:00:00Z,43540.08370198198,44146.0
2020-03-21T15:00:00Z,42468.22631484177,43353.0
2020-03-21T16:00:00Z,42387.5314882908,43523.0
2020-03-21T17:00:00Z,45252.88803016464,46391.0
2020-03-21T18:00:00Z,50187.27546263824,51394.0
2020-03-21T19:00:00Z,47953.23284386402,49659.0
2020-03-21T20:00:00Z,45532.31883693505,47287.0
2020-03-21T21:00:00Z,46092.53877974104,48391.0
2020-03-21T22:00:00Z,47505.67358529648,50125.0
2020-03-21T23:00:00Z,45163.15092659516,48093.0
2020-03-22T00:00:00Z,43027.28172128394,46109.0
2020-03-22T01:00:00Z,41573.691138449554,44571.0
2020-03-22T02:00:00Z,39129.628293416514,41924.0
2020-03-22T03:00:00Z,38068.22559782657,40465.0
2020-03-22T04:00:00Z,41541.28385463218,40784.0
2020-03-22T05:00:00Z,43953.97616558084,41296.0
2020-03-22T06:00:00Z,45485.93729669702,41420.0
2020-03-22T07:00:00Z,47269.39494808296,43064.0
2020-03-22T08:00:00Z,48264.175856787304,45114.0
2020-03-22T09:00:00Z,48433.55660257642,46857.0
2020-03-22T10:00:00Z,49073.64681869975,48925.0
2020-03-22T11:00:00Z,50652.50042218226,51648.0
2020-03-22T12:00:00Z,48678.402982568296,49574.0
2020-03-22T13:00:00Z,46266.52363908639,46420.0
2020-03-22T14:00:00Z,44533.98072816256,44248.0
2020-03-22T15:00:00Z,43542.66413646056,42516.0
2020-03-22T16:00:00Z,43615.92256091909,42441.0
2020-03-22T17:00:00Z,46470.84840719927,45445.0
2020-03-22T18:00:00Z,51486.313936053055,51081.0
2020-03-22T19:00:00Z,49263.67000654907,50306.0
2020-03-22T20:00:00Z,46786.43522448383,48404.0
2020-03-22T21:00:00Z,47487.39232697781,49468.0
2020-03-22T22:00:00Z,48953.91985627069,51439.0
2020-03-22T23:00:00Z,46724.30817996499,49759.0
2020-03-23T00:00:00Z,44718.23641614228,48202.0
2020-03-23T01:00:00Z,43312.8317851057,47018.0
2020-03-23T02:00:00Z,40819.21713462709,44646.0
2020-03-23T03:00:00Z,39721.18656871282,43885.0
2020-03-23T04:00:00Z,45211.00026339009,45659.0
2020-03-23T05:00:00Z,47478.795525789574,47999.0
2020-03-23T06:00:00Z,48849.658001266835,49504.0
2020-03-23T07:00:00Z,50649.58273527133,51421.0
2020-03-23T08:00:00Z,51832.609864817256,52274.0
2020-03-23T09:00:00Z,52300.81238256749,51977.0
2020-03-23T10:00:00Z,53226.73021811201,52270.0
2020-03-23T11:00:00Z,55030.332429071525,53971.0
2020-03-23T12:00:00Z,52976.87863548324,51777.0
2020-03-23T13:00:00Z,50278.67123710463,49118.0
2020-03-23T14:00:00Z,48278.14654936515,46969.0
2020-03-23T15:00:00Z,46933.15498675135,45519.0
2020-03-23T16:00:00Z,46881.76025830751,45291.0
2020-03-23T17:00:00Z,49795.46632622228,48255.0
2020-03-23T18:00:00Z,55035.818845095906,54157.0
2020-03-23T19:00:00Z,53300.16699273765,52503.0
2020-03-23T20:00:00Z,51051.28093977554,50465.0
2020-03-23T21:00:00Z,51782.832826090584,51459.0
2020-03-23T22:00:00Z,53387.12831800464,53196.0
2020-03-23T23:00:00Z,51306.49142083046,51366.0
2020-03-24T00:00:00Z,49434.397662609554,49786.0
2020-03-24T01:00:00Z,48124.88078659219,48864.0
2020-03-24T02:00:00Z,45721.630770724325,46806.0
2020-03-24T03:00:00Z,44831.22234334583,46136.0
2020-03-24T04:00:00Z,47813.0684545116,47610.0
2020-03-24T05:00:00Z,50490.645745610746,49939.0
2020-03-24T06:00:00Z,52194.46792619341,51119.0
2020-03-24T07:00:00Z,54067.13634857998,52643.0
2020-03-24T08:00:00Z,54909.2057597723,53128.0
2020-03-24T09:00:00Z,54756.13193812854,52686.0
2020-03-24T10:00:00Z,55140.48090075195,53110.0
2020-03-24T11:00:00Z,56671.76130646892,55074.0
2020-03-24T12:00:00Z,54590.349041551686,52824.0
2020-03-24T13:00:00Z,52076.34603336123,50172.0
2020-03-24T14:00:00Z,50129.431962670606,48060.0
2020-03-24T15:00:00Z,48919.77343719686,46349.0
2020-03-24T16:00:00Z,48840.60832612488,46165.0
2020-03-24T17:00:00Z,51740.34940556218,49176.0
2020-03-24T18:00:00Z,57105.18510436285,55239.0
2020-03-24T19:00:00Z,55082.42341619702,53672.0
2020-03-24T20:00:00Z,52785.86499331415,51314.0
2020-03-24T21:00:00Z,53553.92511204029,52358.0
2020-03-24T22:00:00Z,55103.85758897923,54262.0
2020-03-24T23:00:00Z,53006.49295195589,52542.0
2020-03-25T00:00:00Z,51153.94468936565,51013.0
2020-03-25T01:00:00Z,49947.15258635861,50169.0
2020-03-25T02:00:00Z,47648.05747032705,48116.0
2020-03-25T03:00:00Z,46758.60880517541,47650.0
2020-03-25T04:00:00Z,49231.97105128029,49454.0
2020-03-25T05:00:00Z,51742.593784572375,51660.0
2020-03-25T06:00:00Z,53183.551251460616,52951.0
2020-03-25T07:00:00Z,54893.30927750671,54155.0
2020-03-25T08:00:00Z,55700.555375968695,54203.0
2020-03-25T09:00:00Z,55652.80937929449,53413.0
2020-03-25T10:00:00Z,56238.578592540034,53756.0
2020-03-25T11:00:00Z,57998.22561139543,55422.0
2020-03-25T12:00:00Z,55877.96677892707,53055.0
2020-03-25T13:00:00Z,53276.542313058395,50195.0
2020-03-25T14:00:00Z,51282.47442783791,47909.0
2020-03-25T15:00:00Z,49873.25507470574,46586.0
2020-03-25T16:00:00Z,49786.47682871328,46349.0
2020-03-25T17:00:00Z,52722.887719591614,49864.0
2020-03-25T18:00:00Z,58233.49897782112,55592.0
2020-03-25T19:00:00Z,56417.899776361206,54274.0
2020-03-25T20:00:00Z,54067.361332915265,52236.0
2020-03-25T21:00:00Z,54894.71293403271,53435.0
2020-03-25T22:00:00Z,56570.11783896791,55181.0
2020-03-25T23:00:00Z,54581.62304947543,53422.0
2020-03-26T00:00:00Z,52804.094408278914,51696.0
2020-03-26T01:00:00Z,51659.71012918848,50869.0
2020-03-26T02:00:00Z,49383.833893102616,48678.0
2020-03-26T03:00:00Z,48623.69571843292,47953.0
2020-03-26T04:00:00Z,49561.03971443672,49620.0
2020-03-26T05:00:00Z,51992.58282183676,51865.0
2020-03-26T06:00:00Z,53485.65401393329,53372.0
2020-03-26T07:00:00Z,55070.77068540593,54935.0
2020-03-26T08:00:00Z,55640.121130070205,54934.0
2020-03-26T09:00:00Z,55331.813399802886,53963.0
2020-03-26T10:00:00Z,55786.11398174496,54499.0
2020-03-26T11:00:00Z,57401.23028819852,56389.0
2020-03-26T12:00:00Z,55217.2941858001,54247.0
2020-03-26T13:00:00Z,52548.72789316959,51568.0
2020-03-26T14:00:00Z,50473.43243172578,49442.0
2020-03-26T15:00:00Z,49213.222109341055,48338.0
2020-03-26T16:00:00Z,49086.00732739411,48131.0
2020-03-26T17:00:00Z,52228.75826759714,51456.0
2020-03-26T18:00:00Z,57683.5623178208,57240.0
2020-03-26T19:00:00Z,55958.154811657645,55618.0
2020-03-26T20:00:00Z,53749.91428203914,53283.0
2020-03-26T21:00:00Z,54668.778825300295,54272.0
2020-03-26T22:00:00Z,56293.06867029525,56105.0
2020-03-26T23:00:00Z,54314.99367237864,54263.0
2020-03-27T00:00:00Z,52491.00564756006,52538.0
2020-03-27T01:00:00Z,51401.01815478033,51473.0
2020-03-27T02:00:00Z,49112.58278462185,49111.0
2020-03-27T03:00:00Z,48274.80001686099,48305.0
2020-03-27T04:00:00Z,49844.44139473385,49856.0
2020-03-27T05:00:00Z,52245.75635258222,52100.0
2020-03-27T06:00:00Z,53754.90549485139,53428.0
2020-03-27T07:00:00Z,55433.33762495008,54702.0
2020-03-27T08:00:00Z,55940.02221106005,54630.0
2020-03-27T09:00:00Z,55533.373091496855,53537.0
2020-03-27T10:00:00Z,56080.66632443043,53379.0
2020-03-27T11:00:00Z,57841.82757328558,55074.0
2020-03-27T12:00:00Z,55725.8803581118,52659.0
2020-03-27T13:00:00Z,53106.934086241774,49725.0
2020-03-27T14:00:00Z,51073.23976347641,47425.0
2020-03-27T15:00:00Z,49839.1003980731,45911.0
2020-03-27T16:00:00Z,49711.50623918255,45707.0
2020-03-27T17:00:00Z,52797.299367949156,48617.0
2020-03-27T18:00:00Z,58353.46921899272,54189.0
2020-03-27T19:00:00Z,56570.95988215622,53200.0
2020-03-27T20:00:00Z,54238.746600185266,50721.0
2020-03-27T21:00:00Z,55108.61914379729,51758.0
2020-03-27T22:00:00Z,56810.94673218608,53767.0
2020-03-27T23:00:00Z,54845.9408272124,51864.0
2020-03-28T00:00:00Z,53058.881979247206,49837.0
2020-03-28T01:00:00Z,51916.30055019527,48567.0
2020-03-28T02:00:00Z,49585.69583415458,46247.0
2020-03-28T03:00:00Z,48765.129976627686,44736.0
2020-03-28T04:00:00Z,45895.96908616243,45710.0
2020-03-28T05:00:00Z,48127.46811013235,46284.0
2020-03-28T06:00:00Z,49505.79262038246,46057.0
2020-03-28T07:00:00Z,50993.794171979214,46854.0
2020-03-28T08:00:00Z,51370.18855602243,47339.0
2020-03-28T09:00:00Z,50816.029468295885,47300.0
2020-03-28T10:00:00Z,51053.89952151895,47877.0
2020-03-28T11:00:00Z,52720.13712545966,49553.0
2020-03-28T12:00:00Z,50468.22498454433,47346.0
2020-03-28T13:00:00Z,47718.69604318054,44705.0
2020-03-28T14:00:00Z,45581.96618934667,42526.0
2020-03-28T15:00:00Z,44205.29376926153,41458.0
2020-03-28T16:00:00Z,44061.234069443715,41507.0
2020-03-28T17:00:00Z,47052.62743539799,44233.0
2020-03-28T18:00:00Z,52543.465571943794,49701.0
2020-03-28T19:00:00Z,51066.68877156607,49195.0
2020-03-28T20:00:00Z,48714.58430150013,47177.0
2020-03-28T21:00:00Z,49645.18114150449,48211.0
2020-03-28T22:00:00Z,51422.533932606595,50042.0
2020-03-28T23:00:00Z,49456.43698960247,48118.0
2020-03-29T00:00:00Z,47551.194739078,46336.0
2020-03-29T01:00:00Z,46360.321529944464,45381.0
2020-03-29T02:00:00Z,44052.35743170025,44102.6666667
2020-03-29T03:00:00Z,42948.41783145023,42824.3333333
2020-03-29T04:00:00Z,43949.60901685536,41546.0
2020-03-29T05:00:00Z,45568.13738276261,41601.0
2020-03-29T06:00:00Z,46355.784336916295,42409.0
2020-03-29T07:00:00Z,47664.89492546158,44405.0
2020-03-29T08:00:00Z,48202.16432408227,46550.0
2020-03-29T09:00:00Z,47991.60775702047,49059.0
2020-03-29T10:00:00Z,48529.49132531026,52694.0
2020-03-29T11:00:00Z,50224.900039208726,51495.0
2020-03-29T12:00:00Z,48061.223459361354,49251.0
2020-03-29T13:00:00Z,45427.11425942858,47375.0
2020-03-29T14:00:00Z,43333.81661307637,46316.0
2020-03-29T15:00:00Z,42147.73369862827,45874.0
2020-03-29T16:00:00Z,42095.467801372775,48177.0
2020-03-29T17:00:00Z,45024.90228027894,51619.0
2020-03-29T18:00:00Z,50513.755280925885,53722.0
2020-03-29T19:00:00Z,49243.19447994337,53254.0
2020-03-29T20:00:00Z,47052.16491878045,54212.0
2020-03-29T21:00:00Z,47986.79836954132,56460.0
2020-03-29T22:00:00Z,49722.29060847282,54375.0
2020-03-29T23:00:00Z,47762.67313056834,52784.0
2020-03-30T00:00:00Z,45964.51179385477,51627.0
2020-03-30T01:00:00Z,44896.226403803565,49451.0
2020-03-30T02:00:00Z,42992.13022794643,48550.0
2020-03-30T03:00:00Z,41977.87878617607,50110.0
2020-03-30T04:00:00Z,51769.664808436515,52592.0
2020-03-30T05:00:00Z,53679.551915399265,54550.0
2020-03-30T06:00:00Z,55038.16468400849,57015.0
2020-03-30T07:00:00Z,56841.70499099519,58966.0
2020-03-30T08:00:00Z,58008.01052765921,59182.0
2020-03-30T09:00:00Z,58756.85892066592,59759.0
2020-03-30T10:00:00Z,60434.769239445326,61788.0
2020-03-30T11:00:00Z,60970.30084017173,59869.0
2020-03-30T12:00:00Z,58755.36342935426,56970.0
2020-03-30T13:00:00Z,56389.544413106814,54354.0
2020-03-30T14:00:00Z,54710.678349757465,52527.0
2020-03-30T15:00:00Z,53741.85508746178,51361.0
2020-03-30T16:00:00Z,54583.525050340075,52907.0
2020-03-30T17:00:00Z,57772.28360433627,56033.0
2020-03-30T18:00:00Z,61913.517380384015,57388.0
2020-03-30T19:00:00Z,60764.97475212479,56477.0
2020-03-30T20:00:00Z,59750.36058221538,57005.0
2020-03-30T21:00:00Z,61190.21085018441,58722.0
2020-03-30T22:00:00Z,61396.73606544791,56600.0
2020-03-30T23:00:00Z,59575.68419819952,54880.0
2020-03-31T00:00:00Z,57997.219519409104,53737.0
2020-03-31T01:00:00Z,56428.78120709465,51499.0
2020-03-31T02:00:00Z,54690.1779671752,50386.0
2020-03-31T03:00:00Z,54721.76831442778,51362.0
2020-03-31T04:00:00Z,53608.28037376217,53921.0
2020-03-31T05:00:00Z,55736.79048750645,55686.0
2020-03-31T06:00:00Z,57445.48675796798,57617.0
2020-03-31T07:00:00Z,59114.60781195757,58492.0
2020-03-31T08:00:00Z,59527.348292448456,57695.0
2020-03-31T09:00:00Z,59596.81437253925,57415.0
2020-03-31T10:00:00Z,60715.03064385196,58732.0
2020-03-31T11:00:00Z,60929.350361089,56512.0
2020-03-31T12:00:00Z,58460.02996618165,53681.0
2020-03-31T13:00:00Z,55823.44186444461,50956.0
2020-03-31T14:00:00Z,53846.13298942249,49030.0
2020-03-31T15:00:00Z,52637.41924162696,47740.0
2020-03-31T16:00:00Z,53226.13194608764,49264.0
2020-03-31T17:00:00Z,56263.679713934594,52373.0
2020-03-31T18:00:00Z,60062.245686479415,53886.0
2020-03-31T19:00:00Z,58851.39395076278,53813.0
2020-03-31T20:00:00Z,57743.07153477323,54703.0
2020-03-31T21:00:00Z,58993.981262554735,56641.0
2020-03-31T22:00:00Z,59143.672121432544,54607.0
2020-03-31T23:00:00Z,57279.21896329639,53080.0
2020-04-01T00:00:00Z,55733.26965958512,51046.0
2020-04-01T01:00:00Z,54158.48385729845,48859.0
2020-04-01T02:00:00Z,52473.28261373863,47915.0
2020-04-01T03:00:00Z,52289.16730386497,49143.0
2020-04-01T04:00:00Z,51369.100595666016,52153.0
2020-04-01T05:00:00Z,53337.70504691875,54212.0
2020-04-01T06:00:00Z,54901.91165197939,56349.0
2020-04-01T07:00:00Z,56243.14554467932,57331.0
2020-04-01T08:00:00Z,56435.99200436203,56391.0
2020-04-01T09:00:00Z,56487.24187237366,56147.0
2020-04-01T10:00:00Z,57701.36620812737,57428.0
2020-04-01T11:00:00Z,57403.189825061534,55026.0
2020-04-01T12:00:00Z,54942.397667993544,51977.0
2020-04-01T13:00:00Z,52351.07067002015,49341.0
2020-04-01T14:00:00Z,50461.66887387797,47322.0
2020-04-01T15:00:00Z,49287.603292912194,46425.0
2020-04-01T16:00:00Z,50167.06340951659,48069.0
2020-04-01T17:00:00Z,53265.38521706895,51197.0
2020-04-01T18:00:00Z,56673.581975550456,52214.0
2020-04-01T19:00:00Z,55892.874906666926,51847.0
2020-04-01T20:00:00Z,55338.10835295311,52886.0
2020-04-01T21:00:00Z,56845.73436648821,54887.0
2020-04-01T22:00:00Z,56526.23462381561,53037.0
2020-04-01T23:00:00Z,54787.29712547402,51489.0
2020-04-02T00:00:00Z,52961.24369244212,50574.0
2020-04-02T01:00:00Z,51256.55822412796,48481.0
2020-04-02T02:00:00Z,49755.26665835523,47472.0
2020-04-02T03:00:00Z,50008.38819197766,48887.0
2020-04-02T04:00:00Z,51493.84289564786,52036.0
2020-04-02T05:00:00Z,53623.383076354505,54238.0
2020-04-02T06:00:00Z,55413.730997177685,56100.0
2020-04-02T07:00:00Z,56799.7649549484,56439.0
2020-04-02T08:00:00Z,56780.02072808809,55449.0
2020-04-02T09:00:00Z,56780.06848547006,55622.0
2020-04-02T10:00:00Z,57978.4314685636,57356.0
2020-04-02T11:00:00Z,57322.83056158389,55020.0
2020-04-02T12:00:00Z,54685.13780048637,52262.0
2020-04-02T13:00:00Z,52085.64486021112,49608.0
2020-04-02T14:00:00Z,50123.60047625555,47812.0
2020-04-02T15:00:00Z,49072.85541964243,46822.0
2020-04-02T16:00:00Z,50061.08785687273,48643.0
2020-04-02T17:00:00Z,53150.999037178706,51770.0
2020-04-02T18:00:00Z,56041.35446684259,52543.0
2020-04-02T19:00:00Z,55172.670316163625,51912.0
2020-04-02T20:00:00Z,54842.1616445231,52943.0
2020-04-02T21:00:00Z,56396.88187209089,54609.0
2020-04-02T22:00:00Z,55901.10947259345,52524.0
2020-04-02T23:00:00Z,54164.391075643354,50769.0
2020-04-03T00:00:00Z,52834.704497593295,49699.0
2020-04-03T01:00:00Z,51097.04250960702,47434.0
2020-04-03T02:00:00Z,49641.8611421569,46363.0
2020-04-03T03:00:00Z,50061.248879129664,47431.0
2020-04-03T04:00:00Z,49903.40022148431,50199.0
2020-04-03T05:00:00Z,51959.91494443429,52135.0
2020-04-03T06:00:00Z,53623.79910709072,54010.0
2020-04-03T07:00:00Z,54629.44124166482,54556.0
2020-04-03T08:00:00Z,54437.48327713228,53779.0
2020-04-03T09:00:00Z,54568.21403702389,53878.0
2020-04-03T10:00:00Z,55979.0914354188,55464.0
2020-04-03T11:00:00Z,55051.967946619465,52932.0
2020-04-03T12:00:00Z,52491.43414521959,50201.0
2020-04-03T13:00:00Z,49878.13663279263,47913.0
2020-04-03T14:00:00Z,48016.84551854042,46306.0
2020-04-03T15:00:00Z,46925.63876619033,45752.0
2020-04-03T16:00:00Z,48106.99250354229,47492.0
2020-04-03T17:00:00Z,51207.752297274594,50013.0
2020-04-03T18:00:00Z,53718.595198724805,50909.0
2020-04-03T19:00:00Z,52887.5086740633,50716.0
2020-04-03T20:00:00Z,52806.39304545454,51373.0
2020-04-03T21:00:00Z,54314.27653220325,53336.0
