timestamp,y_true,yhat,lo,hi,z_resid,flag_z,flag_cusum,resid,verified_label
2020-07-12T10:00:00Z,5859.0,6894.346285148986,5479.665280807286,8309.027289490687,-0.9950589311824226,0,0,-1035.3462851489858,0.0
2020-07-16T13:00:00Z,7790.0,7772.056634282508,7648.74747316707,7895.3657953979455,0.0097812128439264,0,0,17.94336571749227,0.0
2020-07-19T04:00:00Z,4505.0,4716.470884058557,3531.36855542999,5901.573212687124,-0.2314516824056214,0,0,-211.4708840585572,0.0
2020-07-13T11:00:00Z,7648.0,4947.384010684887,3497.2956473581985,6397.472374011575,2.711143863235442,0,1,2700.6159893151134,1.0
2020-08-03T11:00:00Z,7511.0,5262.537093763567,3811.167321056044,6713.90686647109,3.004256769837833,1,1,2248.462906236433,1.0
2020-08-10T09:00:00Z,7523.0,5481.505866798126,4100.96922178264,6862.042511813612,2.7918109499213455,0,1,2041.4941332018743,1.0
2020-07-13T07:00:00Z,7572.0,4948.869575970323,3643.8222181021097,6253.916933838536,2.585320121839936,0,1,2623.1304240296768,1.0
2020-08-09T15:00:00Z,5383.0,5205.426628597456,4838.171285886267,5572.681971308646,0.1627979443625594,0,0,177.57337140254367,0.0
2020-09-21T07:00:00Z,7723.0,5369.5400285029755,4062.3589599270554,6676.721097078896,3.175644762970187,1,1,2353.4599714970245,1.0
2020-09-07T07:00:00Z,7763.0,5831.142899006921,4523.261640097,7139.024157916841,2.8578935676146378,0,1,1931.8571009930793,1.0
2020-09-07T08:00:00Z,7902.0,6052.940484434155,4707.22055700895,7398.66041185936,2.7452696396515877,0,1,1849.0595155658448,1.0
2020-09-07T05:00:00Z,7228.0,5240.268500341086,4011.5549473345623,6468.9820533476095,2.9210528521867314,0,1,1987.731499658914,1.0
2020-09-17T16:00:00Z,7554.0,7844.637067986494,7375.637883275489,8313.636252697499,-0.4476793909010033,0,0,-290.637067986494,0.0
2020-09-21T12:00:00Z,7554.0,5189.33337924699,3702.648976581592,6676.017781912388,3.114743385254302,1,1,2364.6666207530097,1.0
2020-08-28T02:00:00Z,5043.0,5126.105564873627,4026.665978418463,6225.545151328792,-0.1258845964572123,0,0,-83.10556487362737,0.0
2020-07-13T05:00:00Z,7003.0,4284.3298781191415,3058.219754660102,5510.440001578181,2.664968430001805,0,1,2718.6701218808585,1.0
2020-07-25T16:00:00Z,5964.0,5761.2961390238515,5292.093453919613,6230.49882412809,0.2891948123575019,0,1,202.70386097614846,0.0
2020-07-01T04:00:00Z,6567.0,6011.9547352016,4828.680682844,7195.228787559199,0.6904971067553434,0,1,555.0452647984002,0.0
2020-09-07T10:00:00Z,7957.0,6029.450082571634,4611.077798346854,7447.822366796414,2.86754845871199,0,1,1927.549917428366,1.0
2020-07-13T10:00:00Z,7776.0,5116.766437941393,3701.544101452592,6531.988774430194,2.6582403955447744,0,1,2659.2335620586073,1.0
2020-08-06T07:00:00Z,7310.0,7561.121673700892,6254.727848848476,8867.515498553308,-0.3988974606680507,0,0,-251.12167370089173,0.0
2020-08-27T04:00:00Z,6382.0,6608.0188295488415,5420.5411785780925,7795.4964805195905,-0.3040434891475394,0,0,-226.0188295488415,0.0
2020-09-28T07:00:00Z,8119.0,5428.84170012949,4122.384365174425,6735.299035084556,3.4418255004782505,1,1,2690.15829987051,1.0
2020-08-24T08:00:00Z,7706.0,5618.853275558897,4273.30348256942,6964.403068548373,2.6632238291718484,0,1,2087.1467244411033,1.0
2020-08-20T04:00:00Z,6349.0,6647.767749888444,5461.063205563691,7834.472294213197,-0.4233060520883031,0,0,-298.7677498884441,0.0
2020-06-29T12:00:00Z,8328.0,5269.2302898403605,3789.073853484906,6749.386726195815,3.4600902646074827,1,0,3058.7697101596395,1.0
2020-07-06T08:00:00Z,8253.0,5487.405212097932,4145.910645472182,6828.899778723682,3.1074168178441517,1,1,2765.5947879020678,1.0
2020-08-07T16:00:00Z,6917.0,6823.596410043663,6354.515440359881,7292.677379727445,0.0631281185526487,0,0,93.40358995633687,0.0
2020-07-13T06:00:00Z,7427.0,4692.594766744067,3426.4008348015204,5958.788698686613,2.685788107789644,0,1,2734.405233255933,1.0
2020-07-03T02:00:00Z,5076.0,5431.061318694305,4334.870845790041,6527.251791598568,-0.3116654489089999,0,0,-355.06131869430465,0.0
2020-08-03T12:00:00Z,7374.0,5131.353941371814,3645.901287562114,6616.806595181513,3.006554647631445,1,1,2242.6460586281864,1.0
2020-08-03T10:00:00Z,7613.0,5401.698477821103,3985.231441917382,6818.1655137248235,2.946044023919495,0,1,2211.3015221788974,1.0
2020-07-24T22:00:00Z,5209.0,5830.34742216849,4932.9392484675745,6727.755595869406,-0.754221485711513,0,0,-621.3474221684901,0.0
2020-08-10T11:00:00Z,7234.0,5132.2195347755,3680.998534964659,6583.44053458634,2.854484589110341,0,1,2101.7804652245004,1.0
2020-08-13T12:00:00Z,7458.0,7680.536675537175,6194.520716832767,9166.552634241583,-0.4097852259299168,0,0,-222.53667553717514,0.0
2020-08-10T12:00:00Z,7128.0,5018.042543198004,3532.7402493411146,6503.344837054893,2.8564925474168184,0,1,2109.957456801996,1.0
2020-07-11T07:00:00Z,6690.0,7628.827875272208,6323.179745585795,8934.476004958622,-0.9246628213062378,0,0,-938.8278752722081,0.0
2020-09-27T10:00:00Z,5771.0,5649.477363990233,4232.923536093377,7066.031191887089,0.1411990072375876,0,0,121.52263600976676,0.0
2020-08-03T09:00:00Z,7794.0,5599.969319630811,4219.287045241549,6980.6515940200725,2.921464375641861,0,1,2194.030680369189,1.0
