timestamp,y_true,yhat,lo,hi,z_resid,flag_z,flag_cusum
2020-06-22T13:00:00Z,7645.0,7615.25844055202,7492.008735563632,7738.508145540408,,0,0
2020-06-22T14:00:00Z,7493.0,7505.255986202409,7250.133663010129,7760.3783093946895,,0,0
2020-06-22T15:00:00Z,7400.0,7535.844578488807,7160.774985899939,7910.914171077676,,0,0
2020-06-22T16:00:00Z,7314.0,7509.623079543009,7028.404465127662,7990.841693958357,,0,0
2020-06-22T17:00:00Z,7141.0,7361.492824147389,6786.256894030021,7936.728754264757,,0,0
2020-06-22T18:00:00Z,6882.0,7167.343986534236,6508.019581813713,7826.66839125476,,0,0
2020-06-22T19:00:00Z,6621.0,6959.47591154606,6224.037033148181,7694.9147899439395,,0,0
2020-06-22T20:00:00Z,6314.0,6862.41255366915,6057.271524939992,7667.553582398308,,0,0
2020-06-22T21:00:00Z,5791.0,6416.586252854862,5546.951390791853,7286.221114917872,,0,0
2020-06-22T22:00:00Z,5448.0,6141.910983312734,5212.070590919964,7071.751375705504,,0,0
2020-06-22T23:00:00Z,5196.0,5857.564599907696,4871.101524882868,6844.027674932524,,0,0
2020-06-23T00:00:00Z,5091.0,5767.880824889737,4727.831719314285,6807.929930465189,,0,0
2020-06-23T01:00:00Z,4976.0,5646.254353468114,4555.227569981827,6737.2811369544,,0,0
2020-06-23T02:00:00Z,5044.0,5747.30534850146,4607.568672577667,6887.042024425253,,0,0
2020-06-23T03:00:00Z,5526.0,6214.3976294202075,5027.944193123838,7400.851065716577,,0,0
2020-06-23T04:00:00Z,6538.0,7141.369305553369,5909.967702341352,8372.770908765386,,0,0
2020-06-23T05:00:00Z,7309.0,7924.010321078521,6649.24320735189,9198.777434805152,,0,0
2020-06-23T06:00:00Z,7666.0,8415.576885589782,7098.87111210737,9732.282659072194,,0,0
2020-06-23T07:00:00Z,7738.0,8653.373988844438,7296.024430090183,10010.723547598693,,0,0
2020-06-23T08:00:00Z,7889.0,8801.478916015196,7404.667553187521,10198.290278842873,,0,0
2020-06-23T09:00:00Z,8024.0,8955.800448473541,7520.611832866391,10390.989064080692,,0,0
2020-06-23T10:00:00Z,7846.0,8746.908836380195,7274.3427581035485,10219.47491465684,,0,0
2020-06-23T11:00:00Z,7687.0,8648.723022140222,7139.704995127497,10157.741049152948,,0,0
2020-06-23T12:00:00Z,7536.0,8463.631328939955,6919.021350045945,10008.241307833963,,0,0
2020-06-23T13:00:00Z,7405.0,7435.484924300872,7312.234375250286,7558.735473351459,,0,0
2020-06-23T14:00:00Z,7234.0,7324.431670363754,7073.118886852869,7575.74445387464,,0,0
2020-06-23T15:00:00Z,7195.0,7286.005653112968,6919.394595650037,7652.616710575898,,0,0
2020-06-23T16:00:00Z,7187.0,7209.514058027396,6741.522861438011,7677.50525461678,,0,0
2020-06-23T17:00:00Z,7049.0,7029.217845940006,6471.772679896873,7586.663011983138,,0,0
2020-06-23T18:00:00Z,6801.0,6783.943876691063,6146.650728287301,7421.237025094826,,0,0
2020-06-23T19:00:00Z,6614.0,6531.301866679202,5821.793678926457,7240.810054431948,,0,0
2020-06-23T20:00:00Z,6356.0,6295.30044817011,5519.67212750053,7070.92876883969,,0,0
2020-06-23T21:00:00Z,5797.0,5785.544408448505,4948.724430590006,6622.364386307005,,0,0
2020-06-23T22:00:00Z,5430.0,5462.402494039073,4568.438250050985,6356.366738027161,,0,0
2020-06-23T23:00:00Z,5126.0,5175.749359520408,4228.018053260289,6123.480665780527,,0,0
2020-06-24T00:00:00Z,5000.0,5065.762008399083,4067.1247748156543,6064.399241982512,,0,0
2020-06-24T01:00:00Z,4893.0,4939.1906034773,3892.105311849555,5986.2758951050455,,0,0
2020-06-24T02:00:00Z,4990.0,4985.659606350884,3892.264117918932,6079.055094782836,,0,0
2020-06-24T03:00:00Z,5453.0,5363.136245463501,4225.310606195743,6500.961884731259,,0,0
2020-06-24T04:00:00Z,6479.0,6173.127646088843,4992.541189719978,7353.714102457708,,0,0
2020-06-24T05:00:00Z,7214.0,6858.309858690177,5636.457400498319,8080.162316882035,,0,0
2020-06-24T06:00:00Z,7618.0,7269.809850565032,6008.039901180921,8531.579799949142,,0,0
2020-06-24T07:00:00Z,7714.0,7455.168600968009,6154.705666302969,8755.631535633049,,0,0
2020-06-24T08:00:00Z,7850.0,7662.695460536981,6324.657899159216,9000.733021914746,,0,0
2020-06-24T09:00:00Z,7988.0,7841.711532632764,6467.12603041518,9216.297034850348,,0,0
2020-06-24T10:00:00Z,7828.0,7662.3991096846175,6252.2125446526,9072.585674716634,,0,0
2020-06-24T11:00:00Z,7765.0,7488.468855954762,6043.558124275938,8933.379587633586,,0,0
2020-06-24T12:00:00Z,7639.0,7309.6079032247935,5830.788133486771,8788.427672962816,,0,0
2020-06-24T13:00:00Z,7533.0,7516.678843312692,7393.42172044684,7639.935966178545,,0,0
2020-06-24T14:00:00Z,7461.0,7390.732754623979,7139.387026075214,7642.078483172745,,0,0
2020-06-24T15:00:00Z,7406.0,7389.325991839792,7022.557299382203,7756.09468429738,,0,0
2020-06-24T16:00:00Z,7339.0,7363.939536448039,6895.619577201516,7832.259495694561,,0,0
2020-06-24T17:00:00Z,7204.0,7211.915235479432,6653.956465513744,7769.874005445121,,0,0
2020-06-24T18:00:00Z,6909.0,6985.055668220983,6347.066952784166,7623.0443836578,,0,0
2020-06-24T19:00:00Z,6652.0,6779.590355571955,6069.214583540125,7489.966127603785,,0,0
2020-06-24T20:00:00Z,6425.0,6595.744148231792,5819.088325671784,7372.399970791799,,0,0
2020-06-24T21:00:00Z,5831.0,6086.497632073888,5248.502201656431,6924.493062491345,,0,0
2020-06-24T22:00:00Z,5485.0,5763.18385138758,4867.907116086642,6658.460586688518,,0,0
2020-06-24T23:00:00Z,5188.0,5460.04874379402,4510.877501726427,6409.219985861613,,0,0
2020-06-25T00:00:00Z,5081.0,5347.525431379633,4347.329124422037,6347.721738337229,,0,0
2020-06-25T01:00:00Z,4919.0,5228.587177022565,4179.830836113837,6277.343517931293,,0,0
2020-06-25T02:00:00Z,5044.0,5310.644759117664,4215.472431257024,6405.817086978303,,0,0
2020-06-25T03:00:00Z,5535.0,5729.96153588318,4590.25863761096,6869.664434155399,,0,0
2020-06-25T04:00:00Z,6556.0,6627.157937508135,5444.59849729327,7809.717377722999,,0,0
2020-06-25T05:00:00Z,7385.0,7344.785279501904,6120.868247279866,8568.702311723942,,0,0
2020-06-25T06:00:00Z,7813.0,7792.545118007626,6528.622673185015,9056.467562830238,,0,0
2020-06-25T07:00:00Z,7944.0,7981.868012013172,6679.167939382585,9284.56808464376,,0,0
2020-06-25T08:00:00Z,8109.0,8151.061716320366,6810.7053246389405,9491.418108001792,,0,0
2020-06-25T09:00:00Z,8335.0,8314.052674514794,6937.0693205810585,9691.03602844853,,0,0
2020-06-25T10:00:00Z,8182.0,8133.838669598766,6721.177663233686,9546.499675963843,,0,0
2020-06-25T11:00:00Z,8151.0,8032.683972456255,6585.2244353005435,9480.143509611968,,0,0
2020-06-25T12:00:00Z,7990.0,7869.313780519502,6387.872887332895,9350.75467370611,,0,0
2020-06-25T13:00:00Z,7837.0,7849.35224827918,7726.093169873172,7972.611326685187,,0,0
2020-06-25T14:00:00Z,7686.0,7747.460273339252,7496.130824614394,7998.78972206411,,0,0
2020-06-25T15:00:00Z,7623.0,7709.701133271178,7343.06805694628,8076.334209596076,,0,0
2020-06-25T16:00:00Z,7497.0,7639.271435802401,7171.254704114063,8107.288167490739,,0,0
2020-06-25T17:00:00Z,7244.0,7480.236002629397,6922.7628505801185,8037.709154678676,,0,0
2020-06-25T18:00:00Z,6884.0,7219.481043936558,6582.158046305654,7856.804041567462,,0,0
2020-06-25T19:00:00Z,6603.0,6969.183291704811,6259.643710375524,7678.722873034099,,0,0
2020-06-25T20:00:00Z,6318.0,6767.061308576476,5991.400224517963,7542.72239263499,,0,0
2020-06-25T21:00:00Z,5764.0,6230.072557122649,5393.218545343506,7066.926568901793,,0,0
2020-06-25T22:00:00Z,5423.0,5907.0665348234215,5013.067047250472,6801.066022396371,,0,0
2020-06-25T23:00:00Z,5134.0,5611.945297047449,4664.177579099655,6559.713014995242,,0,0
2020-06-26T00:00:00Z,5019.0,5506.028969440617,4507.354187988816,6504.703750892419,,0,0
2020-06-26T01:00:00Z,4912.0,5360.9932371317645,4313.869288502552,6408.117185760977,,0,0
2020-06-26T02:00:00Z,4991.0,5447.86708283777,4354.431852721334,6541.302312954206,,0,0
2020-06-26T03:00:00Z,5482.0,5875.97897142773,4738.112528691001,7013.84541416446,,0,0
2020-06-26T04:00:00Z,6408.0,6769.989952898729,5589.3616530794225,7950.618252718035,,0,0
2020-06-26T05:00:00Z,7188.0,7524.9241323127235,6303.028811582269,8746.81945304318,,0,0
2020-06-26T06:00:00Z,7663.0,7962.905033187321,6701.091222230671,9224.718844143972,,0,0
2020-06-26T07:00:00Z,7756.0,8147.423544068092,6846.915768039299,9447.931320096886,,0,0
2020-06-26T08:00:00Z,7925.0,8335.327602525995,6997.244238440801,9673.410966611187,,0,0
2020-06-26T09:00:00Z,7994.0,8539.498337903295,7164.866089304302,9914.130586502288,,0,0
2020-06-26T10:00:00Z,7752.0,8366.996322574436,6956.762084400961,9777.23056074791,,0,0
2020-06-26T11:00:00Z,7545.0,8265.737621961058,6820.778306565778,9710.696937356335,,0,0
2020-06-26T12:00:00Z,7358.0,8088.626382982018,6609.75713443922,9567.495631524816,,0,0
2020-06-26T13:00:00Z,7283.0,7221.127105718872,7097.8666152268415,7344.387596210903,,0,0
2020-06-26T14:00:00Z,7169.0,7086.970359843706,6835.664619917204,7338.276099770209,,0,0
2020-06-26T15:00:00Z,7137.0,7056.244087373011,6689.596153106315,7422.892021639707,,0,0
2020-06-26T16:00:00Z,7117.0,6974.319359881153,6506.21582561251,7442.422894149796,,0,0
2020-06-26T17:00:00Z,6854.0,6767.492209259794,6209.847573566529,7325.13684495306,,0,0
2020-06-26T18:00:00Z,6538.0,6479.589752825506,5842.008901197029,7117.170604453983,,0,0
2020-06-26T19:00:00Z,6315.0,6230.659323866206,5520.778922834751,6940.5397248976615,,0,0
2020-06-26T20:00:00Z,6117.0,6001.450248790396,5225.370690339263,6777.529807241528,,0,0
2020-06-26T21:00:00Z,5569.0,5479.707425680869,4642.362949764304,6317.051901597434,,0,0
2020-06-26T22:00:00Z,5246.0,5153.803561225981,4259.2469595378625,6048.360162914099,,0,0
2020-06-26T23:00:00Z,4902.0,4859.270264846104,3910.88355434032,5807.656975351888,,0,0
2020-06-27T00:00:00Z,4752.0,4746.997892858585,3747.6464037602946,5746.349381956876,,0,0
2020-06-27T01:00:00Z,4567.0,4632.299361931669,3584.444590938053,5680.154132925286,,0,0
2020-06-27T02:00:00Z,4540.0,4703.833454996827,3609.616398713023,5798.05051128063,,0,0
2020-06-27T03:00:00Z,4677.0,5142.364597841596,4003.668022884717,6281.061172798475,,0,0
2020-06-27T04:00:00Z,5066.0,6019.4562606585705,4837.951876001472,7200.960645315669,,0,0
2020-06-27T05:00:00Z,5532.0,6755.04259450504,5532.227303840168,7977.857885169912,,0,0
2020-06-27T06:00:00Z,6060.0,7215.909159941064,5953.133323627042,8478.684996255086,,0,0
2020-06-27T07:00:00Z,6411.0,7372.284087013332,6070.773861043056,8673.79431298361,,0,0
2020-06-27T08:00:00Z,6606.0,7550.990227805236,6211.865452711192,8890.11500289928,,0,0
2020-06-27T09:00:00Z,6731.0,7672.413903112893,6296.702604105178,9048.12520212061,,0,0
2020-06-27T10:00:00Z,6522.0,7459.365702802957,6048.0159753129155,8870.715430293,,0,0
2020-06-27T11:00:00Z,6340.0,7289.823675291244,5843.713527867601,8735.933822714887,,0,0
2020-06-27T12:00:00Z,6249.0,7107.975219365556,5627.920801861477,8588.029636869634,,0,0
2020-06-27T13:00:00Z,6206.0,6215.24108056028,6091.977233298804,6338.504927821757,,0,0
2020-06-27T14:00:00Z,6174.0,6140.52710535296,5889.160189399382,6391.894021306537,,0,0
2020-06-27T15:00:00Z,6182.0,6132.867665563139,5766.1643474728235,6499.570983653454,,0,0
2020-06-27T16:00:00Z,6056.0,6103.851378830177,5635.734119214333,6571.968638446021,,0,0
2020-06-27T17:00:00Z,5936.0,5901.766286386622,5344.165276643828,6459.367296129415,,0,0
2020-06-27T18:00:00Z,5815.0,5629.789856758042,4992.314418240748,6267.265295275337,,0,0
2020-06-27T19:00:00Z,5730.0,5401.8102802495205,4692.096031721034,6111.524528778007,,0,0
2020-06-27T20:00:00Z,5689.0,5210.629256620624,4434.773243192982,5986.485270048266,,0,0
2020-06-27T21:00:00Z,5233.0,4680.025374159085,3842.957794684716,5517.092953633454,,0,0
2020-06-27T22:00:00Z,4940.0,4360.203221445007,3465.972873642389,5254.433569247625,,0,0
2020-06-27T23:00:00Z,4598.0,4040.5256094428855,3092.5108627410896,4988.540356144681,,0,0
2020-06-28T00:00:00Z,4484.0,3912.9502762539023,2914.0132459702127,4911.887306537592,,0,0
2020-06-28T01:00:00Z,4352.0,3753.2411062680458,2705.8404980135147,4800.641714522576,,0,0
2020-06-28T02:00:00Z,4294.0,3780.948148685703,2687.2225464235016,4874.673750947905,,0,0
2020-06-28T03:00:00Z,4303.0,4060.0408762940306,2921.870957794543,5198.210794793518,,0,0
2020-06-28T04:00:00Z,4513.0,4699.179995903139,3518.235652897876,5880.124338908401,,0,0
2020-06-28T05:00:00Z,4891.0,5301.91258049961,4079.6891255414207,6524.136035457799,,0,0
2020-06-28T06:00:00Z,5294.0,5783.330753960148,4521.177144370242,7045.484363550055,,0,0
2020-06-28T07:00:00Z,5651.0,6056.614733728299,4755.7558794867655,7357.473587969833,,0,0
2020-06-28T08:00:00Z,5886.0,6248.19360676385,4909.748234222032,7586.638979305668,,0,0
2020-06-28T09:00:00Z,6072.0,6410.7977591543695,5035.792890786965,7785.802627521774,,0,0
2020-06-28T10:00:00Z,5909.0,6219.725694079386,4809.108517491635,7630.342870667137,,0,0
2020-06-28T11:00:00Z,5733.0,6075.332563155451,4629.980260498503,7520.684865812398,,0,0
2020-06-28T12:00:00Z,5592.0,5938.950146320707,4459.678111418275,7418.222181223139,,0,0
2020-06-28T13:00:00Z,5547.0,5497.5689238952045,5374.303329279321,5620.834518511088,,0,0
2020-06-28T14:00:00Z,5630.0,5417.088551082594,5165.7534447531125,5668.423657412075,,0,0
2020-06-28T15:00:00Z,5770.0,5407.063867761078,5040.370823679379,5773.756911842776,,0,0
2020-06-28T16:00:00Z,5898.0,5308.603648133171,4840.445296371769,5776.761999894574,,0,0
2020-06-28T17:00:00Z,5877.0,5157.180981954671,4599.475388717401,5714.88657519194,,0,0
2020-06-28T18:00:00Z,5800.0,4961.612354270301,4323.966366588469,5599.2583419521325,,0,0
2020-06-28T19:00:00Z,5805.0,4792.525222715809,4082.576544487596,5502.473900944022,,0,0
2020-06-28T20:00:00Z,5793.0,4661.560432892199,3885.409992180788,5437.71087360361,,0,0
2020-06-28T21:00:00Z,5317.0,4173.165163110585,3335.747474337557,5010.582851883613,,0,0
2020-06-28T22:00:00Z,5096.0,3864.608880178149,2969.9768774241443,4759.240882932154,,0,0
2020-06-28T23:00:00Z,4856.0,3548.3397245836913,2599.875502853837,4496.803946313546,,0,0
2020-06-29T00:00:00Z,4822.0,3437.558579118758,2438.127516760287,4436.989641477229,,0,0
2020-06-29T01:00:00Z,4704.0,3311.491120996368,2263.5547498092055,4359.42749218353,,0,0
2020-06-29T02:00:00Z,4811.0,3326.43267446401,2232.132021090015,4420.733327838005,,0,0
2020-06-29T03:00:00Z,5373.0,3564.789493016618,2426.00735253577,4703.571633497466,,0,0
2020-06-29T04:00:00Z,6556.0,4140.7658036105095,2959.1739132320563,5322.357693988963,,0,0
2020-06-29T05:00:00Z,7501.0,4714.396965546954,3491.492257342356,5937.301673751552,,0,0
2020-06-29T06:00:00Z,8099.0,5139.946129376618,3877.0789921879737,6402.813266565263,,0,0
2020-06-29T07:00:00Z,8355.0,5395.457337777232,4093.853956008495,6697.060719545969,,0,0
2020-06-29T08:00:00Z,8658.0,5602.362182477464,4263.142424802685,6941.581940152242,,0,0
2020-06-29T09:00:00Z,8922.0,5772.442498084371,4396.634417414769,7148.250578753974,,0,0
2020-06-29T10:00:00Z,8754.0,5592.054870505612,4180.606589401628,7003.503151609595,,0,0
2020-06-29T11:00:00Z,8590.0,5434.186829281184,3987.976382755576,6880.397275806792,,0,0
2020-06-29T12:00:00Z,8328.0,5269.2302898403605,3789.073853484906,6749.386726195815,3.4600902646074827,1,0
2020-06-29T13:00:00Z,8115.0,8162.720680704874,8039.452722492086,8285.988638917663,-0.13192543296092835,0,0
2020-06-29T14:00:00Z,7790.0,8098.352980986866,7846.923887204989,8349.782074768742,-0.43268763384181436,0,0
2020-06-29T15:00:00Z,7550.0,8129.847698480098,7762.980049496508,8496.715347463689,-0.7449121292346469,0,0
2020-06-29T16:00:00Z,7321.0,8154.505576082835,7686.104730442104,8622.906421723568,-1.0339176771098033,0,0
2020-06-29T17:00:00Z,7113.0,8033.83928697037,7475.833608011592,8591.84496592915,-1.1280765408471616,0,0
2020-06-29T18:00:00Z,6790.0,7847.258827804712,7209.262885742142,8485.25476986728,-1.27695339520033,0,0
