timestamp,y_true,y_pred,residual,z_score,silver_label
2020-07-02 10:00:00+00:00,8225.0,7573.925,651.0751953125,1.0400949555164551,-1
2020-07-02 11:00:00+00:00,8195.0,7464.988,730.01220703125,1.2890992568364548,-1
2020-07-02 12:00:00+00:00,8121.0,7375.9146,745.08544921875,1.3314054266459583,-1
2020-07-02 13:00:00+00:00,8100.0,7327.5864,772.41357421875,1.4106545803602528,-1
2020-07-02 14:00:00+00:00,7984.0,7345.483,638.51708984375,0.9797246929933139,0
2020-07-02 15:00:00+00:00,7919.0,7394.6562,524.34375,0.6150063037717126,0
2020-07-02 16:00:00+00:00,7804.0,7441.142,362.85791015625,0.10251649675979713,0
2020-07-02 17:00:00+00:00,7530.0,7260.2446,269.75537109375,-0.19497191775894956,0
2020-07-02 18:00:00+00:00,7128.0,7034.518,93.48193359375,-0.7548951341800372,0
2020-07-02 19:00:00+00:00,6828.0,6726.6353,101.36474609375,-0.7313934233452419,0
2020-07-02 20:00:00+00:00,6502.0,6411.985,90.01513671875,-0.7678036521375307,0
2020-07-02 21:00:00+00:00,5947.0,6007.044,-60.0439453125,-1.2414992425338631,-1
2020-07-02 22:00:00+00:00,5559.0,5682.0903,-123.09033203125,-1.4399855851407148,-1
2020-07-02 23:00:00+00:00,5246.0,5446.027,-200.02685546875,-1.6782877728039216,-1
2020-07-03 00:00:00+00:00,5137.0,5336.6685,-199.66845703125,-1.671071356844076,-1
2020-07-03 01:00:00+00:00,5009.0,5248.1753,-239.17529296875,-1.787546933945979,-1
2020-07-03 02:00:00+00:00,5076.0,5331.6196,-255.61962890625,-1.8318838385062866,-1
2020-07-03 03:00:00+00:00,5576.0,5717.065,-141.06494140625,-1.4672077439935467,-1
2020-07-03 04:00:00+00:00,6621.0,6408.251,212.7490234375,-0.3615406588412029,0
2020-07-03 05:00:00+00:00,7494.0,7151.317,342.68310546875,0.0423390721636758,0
2020-07-03 06:00:00+00:00,7977.0,7670.7056,306.29443359375,-0.07241759196749782,0
2020-07-03 07:00:00+00:00,8180.0,7755.2725,424.7275390625,0.2970515987368895,0
2020-07-03 08:00:00+00:00,8282.0,7767.952,514.0478515625,0.5751441133865436,0
2020-07-03 09:00:00+00:00,8318.0,7735.7324,582.267578125,0.7877585275576316,0
2020-07-03 10:00:00+00:00,8040.0,7670.2026,369.79736328125,0.1255995382494918,0
2020-07-03 11:00:00+00:00,7836.0,7526.365,309.634765625,-0.060979133642608326,0
2020-07-03 12:00:00+00:00,7618.0,7392.6895,225.310546875,-0.32248561598042735,0
2020-07-03 13:00:00+00:00,7449.0,7234.8745,214.12548828125,-0.35557128971541124,0
2020-07-03 14:00:00+00:00,7302.0,7149.589,152.4111328125,-0.5470213562328036,0
2020-07-03 15:00:00+00:00,7275.0,7210.02,64.97998046875,-0.818304030765121,0
2020-07-03 16:00:00+00:00,7103.0,7215.005,-112.0048828125,-1.3668545186545968,-1
2020-07-03 17:00:00+00:00,6817.0,6994.177,-177.1767578125,-1.5613199535624986,-1
2020-07-03 18:00:00+00:00,6497.0,6739.826,-242.826171875,-1.755153243612327,-1
2020-07-03 19:00:00+00:00,6252.0,6480.1494,-228.1494140625,-1.6984758284365378,-1
2020-07-03 20:00:00+00:00,6071.0,6209.0176,-138.017578125,-1.4126550219942833,-1
2020-07-03 21:00:00+00:00,5576.0,5844.68,-268.68017578125,-1.8062474515470335,-1
2020-07-03 22:00:00+00:00,5285.0,5516.0615,-231.0615234375,-1.6824649425037366,-1
2020-07-03 23:00:00+00:00,4945.0,5274.136,-329.13623046875,-1.9726019662179153,-1
2020-07-04 00:00:00+00:00,4802.0,5149.495,-347.4951171875,-2.0165401084889796,-1
2020-07-04 01:00:00+00:00,4653.0,5017.1753,-364.17529296875,-2.0544785496699167,-1
2020-07-04 02:00:00+00:00,4614.0,5057.7866,-443.78662109375,-2.2808201597437634,-1
2020-07-04 03:00:00+00:00,4766.0,5244.216,-478.2158203125,-2.367397561286825,-1
2020-07-04 04:00:00+00:00,5178.0,5531.5728,-353.57275390625,-1.9826675477585525,-1
2020-07-04 05:00:00+00:00,5678.0,5887.2075,-209.20751953125,-1.5450294755039835,-1
2020-07-04 06:00:00+00:00,6120.0,6175.507,-55.5068359375,-1.086382001521533,-1
2020-07-04 07:00:00+00:00,6444.0,6362.9956,81.00439453125,-0.6796123946595182,0
2020-07-04 08:00:00+00:00,6612.0,6430.95,181.0498046875,-0.3812663917616763,0
2020-07-04 09:00:00+00:00,6805.0,6432.0654,372.9345703125,0.18769525218074878,0
2020-07-04 10:00:00+00:00,6600.0,6347.7266,252.2734375,-0.16455076574992566,0
2020-07-04 11:00:00+00:00,6386.0,6220.5312,165.46875,-0.41785732881593307,0
2020-07-04 12:00:00+00:00,6203.0,6085.6255,117.37451171875,-0.5566201179708148,0
2020-07-04 13:00:00+00:00,6086.0,5959.176,126.82421875,-0.5242871225400918,0
2020-07-04 14:00:00+00:00,6004.0,5898.322,105.67822265625,-0.5832635662637873,0
2020-07-04 15:00:00+00:00,6045.0,6036.9253,8.07470703125,-0.8702386095601623,0
2020-07-04 16:00:00+00:00,5935.0,6150.6196,-215.61962890625,-1.5312707258892435,-1
2020-07-04 17:00:00+00:00,5829.0,6039.5444,-210.54443359375,-1.5070634057520518,-1
2020-07-04 18:00:00+00:00,5715.0,5848.951,-133.951171875,-1.2716364754062683,-1
2020-07-04 19:00:00+00:00,5665.0,5669.215,-4.21484375,-0.8824532098348769,0
2020-07-04 20:00:00+00:00,5622.0,5474.7124,147.28759765625,-0.4332502908265635,0
2020-07-04 21:00:00+00:00,5201.0,5236.965,-35.96484375,-0.9712405878395808,0
2020-07-04 22:00:00+00:00,4921.0,5018.8755,-97.87548828125,-1.1504546528775499,-1
2020-07-04 23:00:00+00:00,4595.0,4800.838,-205.837890625,-1.4636853166576553,-1
2020-07-05 00:00:00+00:00,4506.0,4622.345,-116.34521484375,-1.1959011260570571,-1
2020-07-05 01:00:00+00:00,4331.0,4483.0425,-152.04248046875,-1.2961725924694862,-1
2020-07-05 02:00:00+00:00,4298.0,4483.02,-185.02001953125,-1.3871617058171393,-1
2020-07-05 03:00:00+00:00,4293.0,4584.1353,-291.13525390625,-1.690438193687553,-1
2020-07-05 04:00:00+00:00,4510.0,4771.2803,-261.2802734375,-1.5951605235207165,-1
2020-07-05 05:00:00+00:00,4902.0,5038.569,-136.56884765625,-1.2272287971632314,-1
2020-07-05 06:00:00+00:00,5271.0,5281.405,-10.40478515625,-0.8585174014998865,0
2020-07-05 07:00:00+00:00,5563.0,5514.4204,48.57958984375,-0.6845408777643405,0
2020-07-05 08:00:00+00:00,5769.0,5682.653,86.34716796875,-0.5714503680051896,0
2020-07-05 09:00:00+00:00,5955.0,5761.295,193.705078125,-0.25642338002665105,0
2020-07-05 10:00:00+00:00,5754.0,5702.214,51.7861328125,-0.6644776079453405,0
2020-07-05 11:00:00+00:00,5594.0,5590.161,3.8388671875,-0.8006094148116034,0
2020-07-05 12:00:00+00:00,5448.0,5481.1484,-33.1484375,-0.9048997179690554,0
2020-07-05 13:00:00+00:00,5436.0,5422.674,13.326171875,-0.7626528401340473,0
2020-07-05 14:00:00+00:00,5468.0,5451.819,16.18115234375,-0.749340812469826,0
