timestamp,load,solar,hour,dayofweek,month,dayofyear,hour_sin,hour_cos,dow_sin,dow_cos,y_true,y_pred,residual,z_score,anomaly_flag,silver_label
2020-04-13 04:00:00+00:00,4418.0,27.0,4,0,4,104,0.8660254037844386,0.5000000000000001,0.0,1.0,4418.0,5474.1567,-1056.15673828125,-3.4367937229802297,1,-1
2020-04-13 05:00:00+00:00,4667.0,100.0,5,0,4,104,0.9659258262890683,0.25881904510252074,0.0,1.0,4667.0,6137.0234,-1470.0234375,-4.840375239729352,1,1
2020-04-13 06:00:00+00:00,4911.0,238.0,6,0,4,104,1.0,6.123233995736766e-17,0.0,1.0,4911.0,6513.8877,-1602.8876953125,-5.191725284331305,1,1
2020-04-13 07:00:00+00:00,5186.0,423.0,7,0,4,104,0.9659258262890683,-0.25881904510252063,0.0,1.0,5186.0,6530.9634,-1344.96337890625,-4.190134531390072,1,1
2020-04-13 08:00:00+00:00,5405.0,606.0,8,0,4,104,0.8660254037844387,-0.4999999999999998,0.0,1.0,5405.0,6442.334,-1037.333984375,-3.1073806894314906,1,-1
2020-04-29 08:00:00+00:00,7879.0,222.0,8,2,4,120,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,7879.0,7245.326,633.673828125,3.3083590081947047,1,-1
2020-04-29 09:00:00+00:00,8177.0,259.0,9,2,4,120,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,8177.0,7364.3486,812.6513671875,4.10324117413036,1,1
2020-04-29 10:00:00+00:00,7980.0,315.0,10,2,4,120,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,7980.0,7333.142,646.85791015625,3.2279448589432933,1,-1
2020-05-01 03:00:00+00:00,4607.0,3.0,3,4,5,122,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,4607.0,5474.0957,-867.095703125,-3.7028134957171517,1,1
2020-05-01 04:00:00+00:00,4699.0,11.0,4,4,5,122,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4699.0,6186.381,-1487.380859375,-6.461416937162152,1,1
2020-05-01 05:00:00+00:00,4975.0,51.0,5,4,5,122,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,4975.0,6862.8423,-1887.84228515625,-7.806202567653001,1,1
2020-05-01 06:00:00+00:00,5276.0,174.0,6,4,5,122,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,5276.0,7169.599,-1893.59912109375,-7.186195809412406,1,1
2020-05-01 07:00:00+00:00,5546.0,381.0,7,4,5,122,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,5546.0,7201.546,-1655.5458984375,-5.791411496093646,1,1
2020-05-01 08:00:00+00:00,5735.0,624.0,8,4,5,122,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,5735.0,7203.129,-1468.12890625,-4.845143200091447,1,1
2020-05-01 09:00:00+00:00,5972.0,750.0,9,4,5,122,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,5972.0,7309.895,-1337.89501953125,-4.226629555620327,1,1
2020-05-01 10:00:00+00:00,5768.0,822.0,10,4,5,122,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,5768.0,7255.2437,-1487.24365234375,-4.60367228834942,1,1
2020-05-01 11:00:00+00:00,5529.0,883.0,11,4,5,122,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,5529.0,7043.724,-1514.72412109375,-4.5426449832375795,1,1
2020-05-01 12:00:00+00:00,5341.0,864.0,12,4,5,122,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,5341.0,6833.953,-1492.953125,-4.334963920895874,1,1
2020-05-01 13:00:00+00:00,5230.0,780.0,13,4,5,122,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,5230.0,6778.189,-1548.18896484375,-4.377119873427398,1,1
