timestamp,load,solar,hour,dayofweek,month,dayofyear,hour_sin,hour_cos,dow_sin,dow_cos,y_true,y_pred,residual,z_score,anomaly_flag,silver_label
2020-04-13 05:00:00+00:00,32714.0,230.0,5,0,4,104,0.9659258262890683,0.25881904510252074,0.0,1.0,32714.0,44101.54,-11387.5390625,-3.295821674964279,1,-1
2020-04-13 06:00:00+00:00,34121.0,781.0,6,0,4,104,1.0,6.123233995736766e-17,0.0,1.0,34121.0,48085.574,-13964.57421875,-4.147219466537494,1,1
2020-04-13 07:00:00+00:00,36456.0,1910.0,7,0,4,104,0.9659258262890683,-0.25881904510252063,0.0,1.0,36456.0,48189.83,-11733.828125,-3.3368834991094363,1,-1
2020-05-01 04:00:00+00:00,34027.0,134.0,4,4,5,122,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,34027.0,44314.086,-10287.0859375,-4.018350884073386,1,1
2020-05-01 05:00:00+00:00,34117.0,263.0,5,4,5,122,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,34117.0,47073.043,-12956.04296875,-5.300104751305222,1,1
2020-05-01 06:00:00+00:00,35782.0,694.0,6,4,5,122,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,35782.0,48741.234,-12959.234375,-5.119911354278284,1,1
2020-05-01 07:00:00+00:00,37769.0,1351.0,7,4,5,122,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,37769.0,49211.957,-11442.95703125,-4.218745741640609,1,1
2020-05-01 08:00:00+00:00,39486.0,2087.0,8,4,5,122,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,39486.0,48934.613,-9448.61328125,-3.1767907304652447,1,-1
2020-05-08 05:00:00+00:00,33198.0,490.0,5,4,5,129,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,33198.0,45164.36,-11966.359375,-4.095141640004287,1,1
2020-05-08 06:00:00+00:00,34822.0,1489.0,6,4,5,129,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,34822.0,46842.473,-12020.47265625,-4.036599292181918,1,1
2020-05-08 07:00:00+00:00,36960.0,2798.0,7,4,5,129,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,36960.0,47161.76,-10201.76171875,-3.1973529232562554,1,-1
2020-05-21 04:00:00+00:00,31821.0,194.0,4,3,5,142,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,31821.0,42551.855,-10730.85546875,-3.4210267428684125,1,-1
2020-05-21 05:00:00+00:00,32916.0,650.0,5,3,5,142,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,32916.0,45756.094,-12840.09375,-4.103476644602865,1,1
2020-05-21 06:00:00+00:00,35171.0,1838.0,6,3,5,142,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,35171.0,47062.535,-11891.53515625,-3.698564253475787,1,1
2020-06-01 05:00:00+00:00,32147.0,707.0,5,0,6,153,0.9659258262890683,0.25881904510252074,0.0,1.0,32147.0,41625.87,-9478.87109375,-3.0736840303821675,1,-1
2020-06-01 06:00:00+00:00,34693.0,1767.0,6,0,6,153,1.0,6.123233995736766e-17,0.0,1.0,34693.0,44886.566,-10193.56640625,-3.291928346844024,1,-1
2020-07-07 17:00:00+00:00,158000.0,1650.0,17,1,7,189,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,158000.0,47380.832,110619.16796875,44.44153036193887,1,1
2020-07-23 09:00:00+00:00,53132.0,5661.0,9,3,7,205,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,53132.0,44605.867,8526.1328125,3.140813054765525,1,-1
2020-07-23 10:00:00+00:00,54395.0,6255.0,10,3,7,205,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,54395.0,44854.65,9540.3515625,3.443351521813868,1,-1
2020-07-23 11:00:00+00:00,53871.0,6380.0,11,3,7,205,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,53871.0,45238.023,8632.9765625,3.086509538432892,1,-1
2020-07-23 12:00:00+00:00,53377.0,6078.0,12,3,7,205,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,53377.0,44787.43,8589.5703125,3.032973041311258,1,-1
2020-09-18 01:00:00+00:00,36142.0,143.0,1,4,9,262,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,36142.0,44679.207,-8537.20703125,-3.016199778912311,1,-1
2020-09-18 05:00:00+00:00,45757.0,160.0,5,4,9,262,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,45757.0,38677.85,7079.1484375,3.0047398792950286,1,-1
2020-09-18 06:00:00+00:00,47742.0,611.0,6,4,9,262,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,47742.0,38601.926,9140.07421875,3.736795955625402,1,1
2020-09-18 07:00:00+00:00,49495.0,1851.0,7,4,9,262,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,49495.0,41323.01,8171.98828125,3.2926599011780047,1,-1
