timestamp,y_true,y_pred,residual,z_score
2020-03-27 01:00:00+00:00,6517.56,6790.9785,-273.4185156249996,-1.0038658921484727
2020-03-27 02:00:00+00:00,6450.27,6857.8022,-407.53224609374956,-1.2914770162453764
2020-03-27 03:00:00+00:00,6429.38,6839.369,-409.9891406249999,-1.2889111426512192
2020-03-27 04:00:00+00:00,6372.62,6754.811,-382.1910351562501,-1.2202429247502888
2020-03-27 15:00:00+00:00,6717.35,7090.38,-373.02988281249964,-1.155041222718255
2020-03-27 17:00:00+00:00,6693.36,7147.9277,-454.5677343750003,-1.3225841195346388
2020-03-27 21:00:00+00:00,6703.81,7022.8203,-319.0103124999996,-1.0117129009318715
2020-03-28 00:00:00+00:00,6225.21,6580.9565,-355.74654296874996,-1.0784638773040665
2020-03-28 01:00:00+00:00,6074.98,6549.8647,-474.88474609375044,-1.3340318732671954
2020-03-28 02:00:00+00:00,5977.72,6549.998,-572.2780468749997,-1.5444761663375925
2020-03-28 03:00:00+00:00,6187.6,6568.411,-380.81113281249964,-1.1339361921749016
2020-03-28 04:00:00+00:00,6172.62,6526.503,-353.8829296875001,-1.0810001035533625
2020-03-28 05:00:00+00:00,6154.13,6572.9517,-418.8216601562499,-1.228684632834331
2020-03-28 06:00:00+00:00,6041.44,6565.6895,-524.2494531250004,-1.461341949978809
2020-03-28 07:00:00+00:00,5856.46,6514.517,-658.05708984375,-1.753845311256954
2020-03-28 09:00:00+00:00,7186.59,6505.158,681.4317968750001,1.156963779796785
2020-03-28 10:00:00+00:00,7251.56,6591.939,659.6210351562504,1.102385301336579
2020-03-28 11:00:00+00:00,7407.14,6764.473,642.6668554687503,1.0668971589114424
2020-03-28 18:00:00+00:00,6482.74,6840.902,-358.1618554687502,-1.1258703870611655
2020-03-28 20:00:00+00:00,6413.44,6847.3013,-433.8612695312504,-1.2853796035372618
2020-03-29 00:00:00+00:00,7067.65,6395.603,672.0469726562496,1.1647730824565756
2020-03-29 01:00:00+00:00,6968.72,6360.369,608.3508593750003,1.0261994489073258
2020-03-29 08:00:00+00:00,6972.72,6326.539,646.1809375000003,1.1597212553668295
2020-03-29 09:00:00+00:00,7039.59,6345.646,693.9440039062501,1.2718232852689368
2020-03-29 11:00:00+00:00,7498.6,6707.8257,790.7743164062504,1.4989446699140185
2020-03-29 12:00:00+00:00,7410.9,6829.0156,581.8843749999996,1.0212951291334327
2020-03-29 13:00:00+00:00,7470.47,6852.108,618.3620898437503,1.1037522613796669
2020-03-29 14:00:00+00:00,7394.14,6785.283,608.8567968750003,1.077618459151537
2020-03-29 15:00:00+00:00,7707.97,6659.096,1048.8738085937503,2.069761106810336
2020-03-29 16:00:00+00:00,7825.41,6578.0693,1247.3406640624999,2.4970179085461033
2020-03-30 00:00:00+00:00,6175.57,6482.2827,-306.7127148437503,-1.0033597672670118
2020-03-30 01:00:00+00:00,6156.93,6542.1187,-385.1886523437497,-1.1737634385255509
2020-03-30 02:00:00+00:00,6166.35,6598.0225,-431.67246093749964,-1.271920384492424
2020-03-30 03:00:00+00:00,6164.78,6625.6255,-460.84548828125025,-1.3312203109329706
2020-03-30 04:00:00+00:00,6278.65,6637.513,-358.86318359375036,-1.0979248720854369
2020-03-30 06:00:00+00:00,7485.35,6769.9404,715.4095703125004,1.2920061727089387
2020-03-30 07:00:00+00:00,7881.35,6971.3794,909.9706054687504,1.716297265353307
2020-03-30 08:00:00+00:00,8053.31,7229.6836,823.6264062500004,1.5178874499143447
2020-03-30 09:00:00+00:00,8181.31,7349.5835,831.7265039062504,1.5288629835620238
2020-03-30 10:00:00+00:00,8323.29,7415.059,908.2309179687509,1.6878653328708835
2020-03-30 11:00:00+00:00,8275.34,7515.983,759.3570898437501,1.3615331581340961
2020-03-30 12:00:00+00:00,8143.1,7478.4736,664.6263671875004,1.161543691290307
2020-03-30 21:00:00+00:00,7258.62,6630.273,628.3470507812499,1.0845512732289873
2020-03-30 22:00:00+00:00,7071.74,6444.1333,627.6066992187498,1.0769789021036134
2020-03-31 13:00:00+00:00,7346.27,7685.819,-339.54884765624956,-1.0858712762049754
2020-03-31 16:00:00+00:00,6876.73,7378.7124,-501.98240234375044,-1.4470204023174649
2020-03-31 17:00:00+00:00,7109.55,7428.011,-318.4612304687498,-1.0326863340156933
2020-04-01 09:00:00+00:00,7528.21,7874.8374,-346.62740234374996,-1.1139339951508163
2020-04-01 16:00:00+00:00,6865.16,7271.1323,-405.97232421875015,-1.245472082453393
2020-04-01 17:00:00+00:00,6780.26,7283.4004,-503.1403906249998,-1.4621968102594227
2020-04-01 18:00:00+00:00,7014.23,7401.281,-387.05076171875044,-1.2019159979231302
2020-04-02 02:00:00+00:00,6279.16,6646.235,-367.07486328125015,-1.1645287770990873
2020-04-02 03:00:00+00:00,6226.55,6601.1567,-374.6067382812498,-1.1860265461555322
2020-04-02 11:00:00+00:00,7181.59,7494.8,-313.20980468749985,-1.0694858183127647
2020-04-02 16:00:00+00:00,6535.04,6829.784,-294.74417968750004,-1.0386599972923976
2020-04-02 23:00:00+00:00,6067.55,6380.848,-313.2981445312498,-1.084348823555522
2020-04-03 00:00:00+00:00,5942.28,6358.821,-416.54080078125025,-1.318028831724069
2020-04-03 15:00:00+00:00,6660.49,6953.609,-293.1188867187502,-1.0749631764519336
2020-04-03 16:00:00+00:00,6427.42,6711.549,-284.1288281249999,-1.0521973527569155
2020-04-04 02:00:00+00:00,5950.79,6244.905,-294.11478515625004,-1.0655856170810551
2020-04-04 03:00:00+00:00,5860.23,6193.1533,-332.92332031250044,-1.1486648963443964
