timestamp,load_actual_entsoe_transparency,load_forecast_entsoe_transparency,solar_capacity,solar_generation_actual,wind_onshore_capacity,wind_onshore_generation_actual
2017-12-31T23:00:00Z,7635.0,6906.6,619.0,0.22,64.0,29.05
2018-01-01T00:00:00Z,7131.13,6814.25,619.0,0.21,64.0,26.4
2018-01-01T01:00:00Z,7083.6,6764.38,619.0,0.21,64.0,29.13
2018-01-01T02:00:00Z,7251.83,6688.04,619.0,0.21,64.0,28.91
2018-01-01T03:00:00Z,7221.17,6685.24,619.0,0.21,64.0,28.72
2018-01-01T04:00:00Z,7020.78,6688.04,619.0,0.22,64.0,25.79
2018-01-01T05:00:00Z,7059.72,6688.05,619.0,0.22,64.0,24.8
2018-01-01T06:00:00Z,6968.94,6688.52,619.0,0.22,64.0,22.62
2018-01-01T07:00:00Z,6878.24,6689.17,619.0,1.71,64.0,19.28
2018-01-01T08:00:00Z,6945.21,6689.16,619.0,22.19,64.0,21.77
2018-01-01T09:00:00Z,7095.93,6750.07,619.0,64.71,64.0,24.39
2018-01-01T10:00:00Z,7203.61,6738.95,619.0,98.17,64.0,19.72
2018-01-01T11:00:00Z,7185.51,6687.09,619.0,107.21,64.0,25.75
2018-01-01T12:00:00Z,7584.26,6777.45,619.0,96.19,64.0,26.3
2018-01-01T13:00:00Z,7457.65,6722.95,619.0,54.76,64.0,21.91
2018-01-01T14:00:00Z,7198.69,6688.29,619.0,16.79,64.0,21.3
2018-01-01T15:00:00Z,7116.87,6700.73,619.0,2.14,64.0,21.24
2018-01-01T16:00:00Z,7368.78,6837.61,619.0,0.22,64.0,22.31
2018-01-01T17:00:00Z,7575.61,7160.39,619.0,0.22,64.0,21.9
2018-01-01T18:00:00Z,6686.09,7572.04,619.0,0.22,64.0,22.94
2018-01-01T19:00:00Z,6874.0,7564.24,619.0,0.22,64.0,22.99
2018-01-01T20:00:00Z,6492.71,7171.74,619.0,0.22,64.0,22.8
2018-01-01T21:00:00Z,7059.98,7120.42,619.0,0.22,64.0,22.79
2018-01-01T22:00:00Z,7288.0,7177.78,619.0,0.22,64.0,22.26
2018-01-01T23:00:00Z,7212.23,7077.61,619.0,0.25,64.0,20.68
2018-01-02T00:00:00Z,7077.72,7287.79,619.0,0.24,64.0,22.61
2018-01-02T01:00:00Z,7088.67,7368.0,619.0,0.24,64.0,22.4
2018-01-02T02:00:00Z,7064.15,7414.24,619.0,0.25,64.0,22.13
2018-01-02T03:00:00Z,6933.15,7416.81,619.0,0.24,64.0,23.06
2018-01-02T04:00:00Z,6798.87,7517.71,619.0,0.25,64.0,23.45
2018-01-02T05:00:00Z,6811.52,7523.74,619.0,0.24,64.0,23.54
2018-01-02T06:00:00Z,6382.1,7538.61,619.0,0.24,64.0,22.47
2018-01-02T07:00:00Z,6344.1,7530.24,619.0,1.55,64.0,21.17
2018-01-02T08:00:00Z,6556.48,7561.99,619.0,16.36,64.0,17.44
2018-01-02T09:00:00Z,6819.26,7649.15,619.0,42.56,64.0,15.1
2018-01-02T10:00:00Z,6943.06,7678.13,619.0,59.6,64.0,14.76
2018-01-02T11:00:00Z,6993.98,7441.98,619.0,54.76,64.0,11.93
2018-01-02T12:00:00Z,7097.61,6837.39,619.0,51.28,64.0,9.93
2018-01-02T13:00:00Z,7089.63,6832.02,619.0,34.43,64.0,10.93
2018-01-02T14:00:00Z,6805.47,6958.75,619.0,15.96,64.0,11.48
2018-01-02T15:00:00Z,6682.26,6947.79,619.0,1.81,64.0,12.6
2018-01-02T16:00:00Z,6861.58,7352.32,619.0,0.26,64.0,10.8
2018-01-02T17:00:00Z,7238.4,7706.03,619.0,0.25,64.0,13.28
2018-01-02T18:00:00Z,7278.13,8023.73,619.0,0.25,64.0,23.1
2018-01-02T19:00:00Z,7068.77,7625.05,619.0,0.25,64.0,23.58
2018-01-02T20:00:00Z,6809.18,7584.87,619.0,0.25,64.0,21.59
2018-01-02T21:00:00Z,6806.23,7560.3,619.0,0.25,64.0,24.43
2018-01-02T22:00:00Z,6980.76,7568.29,619.0,0.25,64.0,24.27
2018-01-02T23:00:00Z,6998.84,7411.22,619.0,0.25,64.0,25.98
2018-01-03T00:00:00Z,6946.53,7114.33,619.0,0.25,64.0,27.33
2018-01-03T01:00:00Z,6827.58,7346.72,619.0,0.24,64.0,27.12
2018-01-03T02:00:00Z,6764.14,7246.5,619.0,0.23,64.0,27.81
2018-01-03T03:00:00Z,6754.02,7092.95,619.0,0.23,64.0,26.14
2018-01-03T04:00:00Z,6618.83,6913.11,619.0,0.14,64.0,26.55
2018-01-03T05:00:00Z,6762.89,6942.38,619.0,0.11,64.0,27.12
2018-01-03T06:00:00Z,6493.92,7261.79,619.0,0.21,64.0,27.21
2018-01-03T07:00:00Z,6726.47,7590.46,619.0,1.38,64.0,23.4
2018-01-03T08:00:00Z,7170.46,8015.57,619.0,8.29,64.0,16.73
2018-01-03T09:00:00Z,7299.92,8000.68,619.0,11.15,64.0,12.94
2018-01-03T10:00:00Z,7510.61,8062.71,619.0,21.22,64.0,12.4
2018-01-03T11:00:00Z,7563.25,8067.46,619.0,12.78,64.0,12.06
2018-01-03T12:00:00Z,7730.92,8036.85,619.0,15.69,64.0,17.31
2018-01-03T13:00:00Z,7650.09,8096.12,619.0,19.25,64.0,19.37
2018-01-03T14:00:00Z,7602.86,8162.65,619.0,15.56,64.0,21.27
2018-01-03T15:00:00Z,7413.33,8061.31,619.0,2.52,64.0,26.56
2018-01-03T16:00:00Z,7501.14,8113.87,619.0,0.25,64.0,28.32
2018-01-03T17:00:00Z,7827.55,8130.53,619.0,0.25,64.0,21.76
2018-01-03T18:00:00Z,7807.5,8450.16,619.0,0.19,64.0,23.2
2018-01-03T19:00:00Z,7512.28,8093.63,619.0,0.15,64.0,23.82
2018-01-03T20:00:00Z,7114.6,8061.18,619.0,0.14,64.0,22.36
2018-01-03T21:00:00Z,6719.27,7627.74,619.0,0.14,64.0,22.13
2018-01-03T22:00:00Z,6858.61,7344.44,619.0,0.14,64.0,21.72
2018-01-03T23:00:00Z,6981.16,7653.49,619.0,0.01,64.0,5.27
2018-01-04T00:00:00Z,7653.12,7137.45,619.0,0.03,64.0,5.06
2018-01-04T01:00:00Z,7572.11,7158.7,619.0,0.01,64.0,4.26
2018-01-04T02:00:00Z,7568.52,6927.38,619.0,0.02,64.0,3.45
2018-01-04T03:00:00Z,7463.95,6942.59,619.0,0.02,64.0,4.2
2018-01-04T04:00:00Z,7331.21,6986.06,619.0,0.01,64.0,4.57
2018-01-04T05:00:00Z,7433.73,6993.75,619.0,0.02,64.0,4.53
2018-01-04T06:00:00Z,7073.87,6871.07,619.0,0.01,64.0,3.89
2018-01-04T07:00:00Z,6983.6,7136.18,619.0,0.12,64.0,2.87
2018-01-04T08:00:00Z,7404.44,7464.63,619.0,1.24,64.0,2.82
2018-01-04T09:00:00Z,7614.35,7725.68,619.0,3.1,64.0,2.81
2018-01-04T10:00:00Z,7761.02,7854.55,619.0,4.39,64.0,2.55
2018-01-04T11:00:00Z,7813.53,8065.02,619.0,5.07,64.0,2.61
2018-01-04T12:00:00Z,7764.74,7963.23,619.0,4.76,64.0,3.01
2018-01-04T13:00:00Z,7635.01,7539.51,619.0,3.34,64.0,3.22
2018-01-04T14:00:00Z,7424.2,7430.23,619.0,1.28,64.0,3.14
2018-01-04T15:00:00Z,7399.87,7443.18,619.0,0.11,64.0,3.41
2018-01-04T16:00:00Z,7589.69,7426.17,619.0,0.01,64.0,3.08
2018-01-04T17:00:00Z,7687.64,7892.77,619.0,0.02,64.0,2.64
2018-01-04T18:00:00Z,7666.8,8285.98,619.0,0.02,64.0,3.55
2018-01-04T19:00:00Z,7388.1,8036.92,619.0,0.02,64.0,2.88
2018-01-04T20:00:00Z,6983.44,7578.17,619.0,0.02,64.0,2.4
2018-01-04T21:00:00Z,6800.27,7429.55,619.0,0.02,64.0,2.66
2018-01-04T22:00:00Z,7085.8,7354.12,619.0,0.02,64.0,2.71
2018-01-04T23:00:00Z,7324.86,7181.57,619.0,0.29,64.0,23.3
2018-01-05T00:00:00Z,6884.54,6978.46,619.0,0.29,64.0,20.84
2018-01-05T01:00:00Z,7051.03,6972.8,619.0,0.29,64.0,20.55
2018-01-05T02:00:00Z,6948.69,6985.69,619.0,0.28,64.0,20.48
2018-01-05T03:00:00Z,7049.78,6998.16,619.0,0.27,64.0,19.95
2018-01-05T04:00:00Z,6908.83,7006.53,619.0,0.22,64.0,20.2
2018-01-05T05:00:00Z,7069.61,7009.05,619.0,0.24,64.0,23.21
2018-01-05T06:00:00Z,6436.27,7014.29,619.0,0.24,64.0,24.28
2018-01-05T07:00:00Z,6728.64,7020.12,619.0,3.42,64.0,24.63
2018-01-05T08:00:00Z,7142.01,7044.4,619.0,24.85,64.0,24.84
2018-01-05T09:00:00Z,7207.21,7569.11,619.0,50.02,64.0,23.67
2018-01-05T10:00:00Z,7218.44,7911.32,619.0,53.85,64.0,24.75
2018-01-05T11:00:00Z,7306.86,7669.93,619.0,44.1,64.0,23.55
2018-01-05T12:00:00Z,7354.41,7877.32,619.0,25.24,64.0,25.8
2018-01-05T13:00:00Z,7238.04,7660.95,619.0,18.56,64.0,24.82
2018-01-05T14:00:00Z,7132.3,7643.91,619.0,11.48,64.0,23.22
2018-01-05T15:00:00Z,6993.6,7738.87,619.0,2.54,64.0,23.06
2018-01-05T16:00:00Z,7055.62,7645.19,619.0,0.28,64.0,20.43
2018-01-05T17:00:00Z,7430.83,7949.51,619.0,0.28,64.0,16.38
2018-01-05T18:00:00Z,7523.62,8014.14,619.0,0.28,64.0,11.89
2018-01-05T19:00:00Z,7448.89,8011.07,619.0,0.26,64.0,5.97
2018-01-05T20:00:00Z,7076.17,7906.91,619.0,0.27,64.0,5.14
2018-01-05T21:00:00Z,6844.92,7725.54,619.0,0.27,64.0,3.25
2018-01-05T22:00:00Z,6774.46,7043.75,619.0,0.27,64.0,3.0
2018-01-05T23:00:00Z,6726.15,7003.67,619.0,0.22,64.0,3.0
2018-01-06T00:00:00Z,7081.91,7038.87,619.0,0.17,64.0,2.95
2018-01-06T01:00:00Z,6987.11,6981.82,619.0,0.17,64.0,2.28
2018-01-06T02:00:00Z,6850.54,7034.16,619.0,0.17,64.0,2.58
2018-01-06T03:00:00Z,6686.43,7022.42,619.0,0.17,64.0,2.66
2018-01-06T04:00:00Z,6538.73,7187.4,619.0,0.17,64.0,2.97
2018-01-06T05:00:00Z,6658.84,7278.32,619.0,0.17,64.0,4.11
2018-01-06T06:00:00Z,6689.43,7206.34,619.0,0.17,64.0,5.32
2018-01-06T07:00:00Z,6751.78,7311.78,619.0,2.19,64.0,9.46
2018-01-06T08:00:00Z,6682.83,7764.58,619.0,15.43,64.0,10.55
2018-01-06T09:00:00Z,6610.98,7258.47,619.0,33.93,64.0,12.11
2018-01-06T10:00:00Z,6567.2,7311.86,619.0,47.71,64.0,9.28
2018-01-06T11:00:00Z,6620.59,7449.18,619.0,52.37,64.0,9.41
2018-01-06T12:00:00Z,6702.63,7413.81,619.0,47.93,64.0,7.88
2018-01-06T13:00:00Z,6661.62,7476.49,619.0,33.19,64.0,5.34
2018-01-06T14:00:00Z,6542.75,7475.57,619.0,14.27,64.0,4.04
2018-01-06T15:00:00Z,6526.62,7470.38,619.0,1.98,64.0,2.87
2018-01-06T16:00:00Z,6600.77,7452.92,619.0,0.28,64.0,3.17
2018-01-06T17:00:00Z,6847.93,7610.79,619.0,0.29,64.0,4.71
2018-01-06T18:00:00Z,6923.84,8306.84,619.0,0.29,64.0,7.09
2018-01-06T19:00:00Z,6727.7,8106.46,619.0,0.29,64.0,7.48
2018-01-06T20:00:00Z,6434.63,7504.21,619.0,0.29,64.0,8.37
2018-01-06T21:00:00Z,6219.71,7425.17,619.0,0.28,64.0,9.23
2018-01-06T22:00:00Z,6296.97,7236.86,619.0,0.28,64.0,9.36
2018-01-06T23:00:00Z,6527.82,7079.94,619.0,0.01,64.0,7.39
2018-01-07T00:00:00Z,6746.87,7495.38,619.0,0.02,64.0,6.21
2018-01-07T01:00:00Z,6919.88,7315.84,619.0,0.02,64.0,6.8
2018-01-07T02:00:00Z,6877.65,6906.75,619.0,0.02,64.0,10.23
2018-01-07T03:00:00Z,6742.13,6613.87,619.0,0.02,64.0,12.0
2018-01-07T04:00:00Z,6613.81,6631.69,619.0,0.01,64.0,13.62
2018-01-07T05:00:00Z,6426.06,7054.64,619.0,0.02,64.0,14.99
2018-01-07T06:00:00Z,6397.86,6966.99,619.0,0.01,64.0,13.59
2018-01-07T07:00:00Z,6406.8,6870.08,619.0,0.93,64.0,14.17
2018-01-07T08:00:00Z,6428.16,6976.24,619.0,7.29,64.0,16.86
2018-01-07T09:00:00Z,6640.65,7290.93,619.0,14.46,64.0,14.12
2018-01-07T10:00:00Z,6975.86,7263.57,619.0,20.58,64.0,13.34
2018-01-07T11:00:00Z,7026.44,7088.51,619.0,22.76,64.0,15.54
2018-01-07T12:00:00Z,6997.01,7568.45,619.0,18.18,64.0,14.65
2018-01-07T13:00:00Z,7170.13,7161.33,619.0,15.43,64.0,9.61
2018-01-07T14:00:00Z,7108.09,7243.33,619.0,9.07,64.0,7.01
2018-01-07T15:00:00Z,6977.8,7270.41,619.0,1.84,64.0,7.05
2018-01-07T16:00:00Z,6943.81,7143.34,619.0,0.01,64.0,7.8
2018-01-07T17:00:00Z,6918.58,7427.85,619.0,0.02,64.0,6.41
2018-01-07T18:00:00Z,6913.8,7848.36,619.0,0.01,64.0,9.56
2018-01-07T19:00:00Z,6791.17,7754.92,619.0,0.02,64.0,10.77
2018-01-07T20:00:00Z,6455.41,7484.49,619.0,0.01,64.0,7.11
2018-01-07T21:00:00Z,6228.65,7381.37,619.0,0.01,64.0,5.4
2018-01-07T22:00:00Z,6213.41,7777.14,619.0,0.01,64.0,6.42
2018-01-07T23:00:00Z,6493.41,7608.51,619.0,0.28,64.0,10.3
2018-01-08T00:00:00Z,6523.9,6491.16,619.0,0.29,64.0,10.2
2018-01-08T01:00:00Z,6659.48,6547.36,619.0,0.27,64.0,10.58
2018-01-08T02:00:00Z,6918.56,6543.83,619.0,0.28,64.0,11.86
2018-01-08T03:00:00Z,6787.38,7078.16,619.0,0.28,64.0,8.66
2018-01-08T04:00:00Z,6812.27,6540.12,619.0,0.28,64.0,12.23
2018-01-08T05:00:00Z,6748.9,7137.63,619.0,0.28,64.0,10.93
2018-01-08T06:00:00Z,7053.71,7618.02,619.0,0.27,64.0,13.25
2018-01-08T07:00:00Z,7543.97,8353.11,619.0,3.66,64.0,11.7
2018-01-08T08:00:00Z,7941.24,9266.9,619.0,17.45,64.0,8.25
2018-01-08T09:00:00Z,7964.34,9078.93,619.0,37.36,64.0,12.99
2018-01-08T10:00:00Z,8016.95,8861.15,619.0,51.79,64.0,13.1
2018-01-08T11:00:00Z,8038.32,8793.52,619.0,65.54,64.0,11.21
2018-01-08T12:00:00Z,7704.23,8628.65,619.0,63.47,64.0,11.27
2018-01-08T13:00:00Z,7649.0,8421.4,619.0,41.12,64.0,10.7
2018-01-08T14:00:00Z,7602.39,8422.39,619.0,16.67,64.0,10.8
2018-01-08T15:00:00Z,7663.38,8421.64,619.0,2.29,64.0,9.81
2018-01-08T16:00:00Z,7800.78,8428.87,619.0,0.27,64.0,15.04
2018-01-08T17:00:00Z,8033.23,8754.06,619.0,0.26,64.0,15.81
2018-01-08T18:00:00Z,8037.93,8795.64,619.0,0.22,64.0,17.96
2018-01-08T19:00:00Z,7646.96,8585.79,619.0,0.27,64.0,21.85
2018-01-08T20:00:00Z,7197.25,8051.79,619.0,0.26,64.0,25.55
2018-01-08T21:00:00Z,6810.06,8015.21,619.0,0.26,64.0,27.47
2018-01-08T22:00:00Z,7045.36,7435.73,619.0,0.26,64.0,26.91
2018-01-08T23:00:00Z,6275.68,7433.02,619.0,0.02,64.0,6.06
2018-01-09T00:00:00Z,7277.35,7339.89,619.0,0.03,64.0,4.0
2018-01-09T01:00:00Z,7279.53,7233.52,619.0,0.03,64.0,6.02
2018-01-09T02:00:00Z,7225.57,7232.85,619.0,0.02,64.0,3.59
2018-01-09T03:00:00Z,7161.35,7232.07,619.0,0.03,64.0,4.12
2018-01-09T04:00:00Z,7055.45,7185.28,619.0,0.03,64.0,5.05
2018-01-09T05:00:00Z,7217.57,7238.8,619.0,0.03,64.0,5.6
2018-01-09T06:00:00Z,7130.03,7381.06,619.0,0.06,64.0,10.1
2018-01-09T07:00:00Z,7760.06,8928.04,619.0,2.88,64.0,3.61
2018-01-09T08:00:00Z,7969.98,9276.02,619.0,15.97,64.0,4.04
2018-01-09T09:00:00Z,7949.02,9292.63,619.0,29.07,64.0,6.27
2018-01-09T10:00:00Z,8023.69,9313.17,619.0,37.51,64.0,7.79
2018-01-09T11:00:00Z,8108.39,9208.44,619.0,41.51,64.0,6.68
2018-01-09T12:00:00Z,7828.09,8865.11,619.0,36.16,64.0,5.98
2018-01-09T13:00:00Z,7820.35,8448.09,619.0,29.95,64.0,5.55
2018-01-09T14:00:00Z,7667.31,8452.1,619.0,17.86,64.0,5.29
2018-01-09T15:00:00Z,7598.23,8816.46,619.0,3.82,64.0,5.09
2018-01-09T16:00:00Z,7731.74,8863.15,619.0,0.05,64.0,3.58
2018-01-09T17:00:00Z,7993.08,8819.36,619.0,0.03,64.0,2.34
2018-01-09T18:00:00Z,8040.5,9246.42,619.0,0.03,64.0,1.02
2018-01-09T19:00:00Z,7721.57,8999.75,619.0,0.03,64.0,1.09
2018-01-09T20:00:00Z,7294.83,8905.33,619.0,0.03,64.0,1.3
2018-01-09T21:00:00Z,6970.35,8205.93,619.0,0.03,64.0,1.92
2018-01-09T22:00:00Z,7131.68,7751.1,619.0,0.03,64.0,2.11
2018-01-09T23:00:00Z,6919.3,7348.85,619.0,0.03,64.0,14.44
2018-01-10T00:00:00Z,6562.53,7482.24,619.0,0.02,64.0,13.31
2018-01-10T01:00:00Z,6900.44,7509.27,619.0,0.03,64.0,21.28
2018-01-10T02:00:00Z,6858.0,7042.7,619.0,0.03,64.0,20.86
2018-01-10T03:00:00Z,6745.74,7346.32,619.0,0.03,64.0,19.04
2018-01-10T04:00:00Z,6724.84,7454.17,619.0,0.03,64.0,13.85
2018-01-10T05:00:00Z,6870.07,7509.84,619.0,0.03,64.0,19.91
2018-01-10T06:00:00Z,7187.42,7882.02,619.0,0.04,64.0,17.09
2018-01-10T07:00:00Z,7920.8,8865.45,619.0,2.74,64.0,14.88
2018-01-10T08:00:00Z,8238.66,9487.24,619.0,16.56,64.0,10.62
2018-01-10T09:00:00Z,8195.21,9388.61,619.0,33.88,64.0,9.8
2018-01-10T10:00:00Z,8190.89,9164.89,619.0,46.11,64.0,17.29
2018-01-10T11:00:00Z,8214.24,9457.25,619.0,44.19,64.0,21.34
2018-01-10T12:00:00Z,7996.72,9199.11,619.0,35.47,64.0,17.06
2018-01-10T13:00:00Z,7949.04,8771.46,619.0,25.22,64.0,18.46
2018-01-10T14:00:00Z,7799.52,8784.45,619.0,12.22,64.0,12.39
2018-01-10T15:00:00Z,7753.82,8715.06,619.0,2.38,64.0,9.83
2018-01-10T16:00:00Z,7859.16,8709.85,619.0,0.06,64.0,6.22
2018-01-10T17:00:00Z,8078.2,9010.32,619.0,0.06,64.0,5.46
2018-01-10T18:00:00Z,8061.41,9032.05,619.0,0.03,64.0,5.53
2018-01-10T19:00:00Z,7822.04,9060.95,619.0,0.02,64.0,6.41
2018-01-10T20:00:00Z,7343.24,7962.89,619.0,0.03,64.0,4.18
2018-01-10T21:00:00Z,7283.49,8980.79,619.0,0.01,64.0,5.55
2018-01-10T22:00:00Z,7093.6,8273.57,619.0,0.03,64.0,5.45
2018-01-10T23:00:00Z,6892.75,7506.37,619.0,0.11,64.0,2.41
2018-01-11T00:00:00Z,6609.74,7820.82,619.0,0.11,64.0,2.0
2018-01-11T01:00:00Z,6567.04,7686.29,619.0,0.11,64.0,0.94
2018-01-11T02:00:00Z,6793.2,7435.41,619.0,0.1,64.0,1.17
2018-01-11T03:00:00Z,6942.38,7429.72,619.0,0.08,64.0,1.37
2018-01-11T04:00:00Z,6806.22,7306.06,619.0,0.09,64.0,0.56
2018-01-11T05:00:00Z,6650.12,7512.48,619.0,0.12,64.0,0.73
2018-01-11T06:00:00Z,7072.99,7396.2,619.0,0.11,64.0,0.75
2018-01-11T07:00:00Z,7826.88,8512.67,619.0,2.08,64.0,0.54
2018-01-11T08:00:00Z,8143.15,9238.9,619.0,14.98,64.0,0.45
2018-01-11T09:00:00Z,8196.64,9362.55,619.0,31.59,64.0,0.19
2018-01-11T10:00:00Z,8162.76,9268.02,619.0,49.37,64.0,0.02
2018-01-11T11:00:00Z,8365.52,9347.72,619.0,60.43,64.0,0.02
2018-01-11T12:00:00Z,7777.49,8858.0,619.0,53.45,64.0,0.12
2018-01-11T13:00:00Z,7987.65,8685.28,619.0,32.86,64.0,0.99
2018-01-11T14:00:00Z,7914.98,8631.57,619.0,14.36,64.0,2.09
2018-01-11T15:00:00Z,7912.63,8552.61,619.0,2.83,64.0,2.74
2018-01-11T16:00:00Z,8053.49,8658.25,619.0,0.14,64.0,2.7
2018-01-11T17:00:00Z,8048.7,8994.6,619.0,0.13,64.0,2.55
2018-01-11T18:00:00Z,8058.29,9456.52,619.0,0.13,64.0,1.86
2018-01-11T19:00:00Z,7797.57,9018.89,619.0,0.13,64.0,1.05
2018-01-11T20:00:00Z,7296.31,8342.94,619.0,0.14,64.0,0.76
2018-01-11T21:00:00Z,6905.68,8055.08,619.0,0.13,64.0,0.8
2018-01-11T22:00:00Z,6935.5,7667.06,619.0,0.14,64.0,1.76
2018-01-11T23:00:00Z,6647.41,7546.11,619.0,0.13,64.0,1.25
2018-01-12T00:00:00Z,6980.09,7866.9,619.0,0.14,64.0,1.28
2018-01-12T01:00:00Z,7106.69,7520.41,619.0,0.14,64.0,1.34
2018-01-12T02:00:00Z,7117.13,7487.94,619.0,0.13,64.0,2.14
2018-01-12T03:00:00Z,6838.23,7601.44,619.0,0.14,64.0,1.37
2018-01-12T04:00:00Z,6794.46,7543.13,619.0,0.13,64.0,0.76
2018-01-12T05:00:00Z,6797.69,7665.04,619.0,0.15,64.0,0.9
2018-01-12T06:00:00Z,7081.38,7689.29,619.0,0.15,64.0,1.54
2018-01-12T07:00:00Z,7911.43,8689.23,619.0,0.71,64.0,1.7
2018-01-12T08:00:00Z,8407.61,9258.12,619.0,6.71,64.0,1.15
2018-01-12T09:00:00Z,8724.75,9441.96,619.0,14.22,64.0,0.95
2018-01-12T10:00:00Z,8796.48,9114.86,619.0,22.33,64.0,0.89
2018-01-12T11:00:00Z,8808.74,9294.42,619.0,27.23,64.0,0.74
2018-01-12T12:00:00Z,8337.1,8547.94,619.0,24.79,64.0,0.36
2018-01-12T13:00:00Z,8458.34,8846.4,619.0,18.69,64.0,0.27
2018-01-12T14:00:00Z,8324.96,9019.49,619.0,10.57,64.0,0.48
2018-01-12T15:00:00Z,8052.6,8545.15,619.0,2.12,64.0,1.08
2018-01-12T16:00:00Z,8077.62,8712.8,619.0,0.22,64.0,1.15
2018-01-12T17:00:00Z,8205.49,8363.52,619.0,0.16,64.0,0.64
2018-01-12T18:00:00Z,8190.85,8759.4,619.0,0.15,64.0,0.51
2018-01-12T19:00:00Z,7868.42,8868.83,619.0,0.15,64.0,1.1
2018-01-12T20:00:00Z,7610.0,8208.02,619.0,0.15,64.0,2.35
2018-01-12T21:00:00Z,7090.65,7751.98,619.0,0.14,64.0,2.36
2018-01-12T22:00:00Z,6942.91,7645.96,619.0,0.16,64.0,3.25
2018-01-12T23:00:00Z,6921.45,7771.98,619.0,0.15,64.0,2.49
2018-01-13T00:00:00Z,7012.95,7342.28,619.0,0.15,64.0,0.87
2018-01-13T01:00:00Z,7347.45,7422.52,619.0,0.16,64.0,0.63
2018-01-13T02:00:00Z,7361.35,7347.82,619.0,0.14,64.0,1.22
2018-01-13T03:00:00Z,7506.06,7466.4,619.0,0.15,64.0,1.2
2018-01-13T04:00:00Z,7292.7,7173.63,619.0,0.14,64.0,1.26
2018-01-13T05:00:00Z,7192.02,7159.22,619.0,0.15,64.0,2.04
2018-01-13T06:00:00Z,7031.88,7092.7,619.0,0.16,64.0,2.91
2018-01-13T07:00:00Z,7111.14,7178.62,619.0,2.42,64.0,3.68
2018-01-13T08:00:00Z,6894.27,7432.7,619.0,20.73,64.0,4.34
2018-01-13T09:00:00Z,7146.9,7297.27,619.0,49.64,64.0,3.95
2018-01-13T10:00:00Z,6954.75,7843.63,619.0,70.65,64.0,4.35
2018-01-13T11:00:00Z,6919.02,7506.14,619.0,79.38,64.0,3.51
2018-01-13T12:00:00Z,6949.94,7924.47,619.0,80.13,64.0,2.61
2018-01-13T13:00:00Z,6822.77,7938.83,619.0,66.69,64.0,1.6
2018-01-13T14:00:00Z,6762.76,7957.25,619.0,37.81,64.0,1.22
2018-01-13T15:00:00Z,6675.03,7589.91,619.0,8.48,64.0,1.27
2018-01-13T16:00:00Z,6832.82,7929.65,619.0,0.28,64.0,0.74
2018-01-13T17:00:00Z,7375.81,8376.21,619.0,0.26,64.0,1.46
2018-01-13T18:00:00Z,7583.97,8260.79,619.0,0.26,64.0,1.82
2018-01-13T19:00:00Z,7367.76,8070.2,619.0,0.26,64.0,2.67
2018-01-13T20:00:00Z,7014.28,7831.64,619.0,0.27,64.0,2.51
2018-01-13T21:00:00Z,6749.42,7600.67,619.0,0.26,64.0,2.27
2018-01-13T22:00:00Z,6752.33,7765.64,619.0,0.26,64.0,2.25
2018-01-13T23:00:00Z,6625.21,7669.39,619.0,0.27,64.0,2.09
2018-01-14T00:00:00Z,6452.49,7312.07,619.0,0.25,64.0,1.43
2018-01-14T01:00:00Z,7005.29,7374.29,619.0,0.27,64.0,0.82
2018-01-14T02:00:00Z,7211.89,7766.9,619.0,0.26,64.0,1.03
2018-01-14T03:00:00Z,7185.51,7658.47,619.0,0.26,64.0,0.78
2018-01-14T04:00:00Z,7075.93,7204.62,619.0,0.27,64.0,0.78
2018-01-14T05:00:00Z,6852.04,7195.53,619.0,0.26,64.0,1.0
2018-01-14T06:00:00Z,6794.14,7010.19,619.0,0.26,64.0,1.34
2018-01-14T07:00:00Z,6598.17,7062.27,619.0,1.72,64.0,2.0
2018-01-14T08:00:00Z,6552.92,7249.3,619.0,13.56,64.0,1.55
2018-01-14T09:00:00Z,6879.06,7235.24,619.0,31.48,64.0,1.41
2018-01-14T10:00:00Z,7114.6,7235.01,619.0,44.39,64.0,1.33
2018-01-14T11:00:00Z,6937.8,7639.38,619.0,50.27,64.0,0.71
2018-01-14T12:00:00Z,6875.02,7447.15,619.0,46.98,64.0,0.66
2018-01-14T13:00:00Z,7015.34,7999.8,619.0,33.12,64.0,1.11
2018-01-14T14:00:00Z,7003.38,7231.98,619.0,16.8,64.0,1.67
2018-01-14T15:00:00Z,7024.84,6967.03,619.0,3.46,64.0,1.28
2018-01-14T16:00:00Z,6881.11,7130.84,619.0,0.26,64.0,0.74
2018-01-14T17:00:00Z,7264.07,8744.75,619.0,0.27,64.0,0.22
2018-01-14T18:00:00Z,7503.2,8098.98,619.0,0.26,64.0,0.08
2018-01-14T19:00:00Z,7342.22,8095.76,619.0,0.26,64.0,0.24
2018-01-14T20:00:00Z,7042.4,8079.75,619.0,0.28,64.0,0.61
2018-01-14T21:00:00Z,6748.62,7683.38,619.0,0.27,64.0,1.59
2018-01-14T22:00:00Z,6710.92,7652.48,619.0,0.25,64.0,2.54
2018-01-14T23:00:00Z,6579.11,7903.23,619.0,0.28,64.0,4.15
2018-01-15T00:00:00Z,7036.39,7404.15,619.0,0.08,64.0,6.87
2018-01-15T01:00:00Z,7552.93,7422.06,619.0,0.04,64.0,9.19
