timestamp,load_actual_entsoe_transparency,load_forecast_entsoe_transparency,price_day_ahead,solar_generation_actual,wind_onshore_generation_actual
2017-12-31T23:00:00Z,6155,6675,-17.0,0.0,915
2018-01-01T00:00:00Z,5934,6367,-31.0,0.0,832
2018-01-01T01:00:00Z,5729,6230,-35.0,0.0,926
2018-01-01T02:00:00Z,5467,6057,-40.0,0.0,692
2018-01-01T03:00:00Z,5327,6048,-43.0,0.0,453
2018-01-01T04:00:00Z,5423,6195,-50.0,0.0,321
2018-01-01T05:00:00Z,5457,6339,-42.0,0.0,323
2018-01-01T06:00:00Z,5892,6803,-44.0,8.0,332
2018-01-01T07:00:00Z,6145,7153,-39.0,21.0,304
2018-01-01T08:00:00Z,6508,7505,-33.0,66.0,276
2018-01-01T09:00:00Z,6832,7738,-19.0,125.0,337
2018-01-01T10:00:00Z,7115,7843,-4.0,169.0,523
2018-01-01T11:00:00Z,7144,7679,-8.0,184.0,781
2018-01-01T12:00:00Z,7048,7498,-12.0,165.0,994
2018-01-01T13:00:00Z,6992,7393,-6.0,115.0,885
2018-01-01T14:00:00Z,6936,7427,1.0,56.0,739
2018-01-01T15:00:00Z,7199,7829,8.0,18.0,495
2018-01-01T16:00:00Z,7543,8186,15.0,8.0,233
2018-01-01T17:00:00Z,7608,8183,18.0,8.0,197
2018-01-01T18:00:00Z,7323,7901,24.0,0.0,221
2018-01-01T19:00:00Z,6953,7569,32.0,0.0,215
2018-01-01T20:00:00Z,6524,7248,29.0,0.0,187
2018-01-01T21:00:00Z,6559,7362,31.0,0.0,150
2018-01-01T22:00:00Z,6200,6935,24.0,0.0,135
2018-01-01T23:00:00Z,5942,7002,16.0,0.0,234
2018-01-02T00:00:00Z,5606,6743,16.0,0.0,337
2018-01-02T01:00:00Z,5478,6608,11.0,0.0,504
2018-01-02T02:00:00Z,5430,6469,10.0,0.0,572
2018-01-02T03:00:00Z,5602,6644,15.0,0.0,451
2018-01-02T04:00:00Z,6209,7355,21.0,0.0,484
2018-01-02T05:00:00Z,7007,8524,27.0,0.0,680
2018-01-02T06:00:00Z,7915,9470,36.0,8.0,1113
2018-01-02T07:00:00Z,8401,9714,39.0,24.0,1606
2018-01-02T08:00:00Z,8682,9688,44.0,78.0,1918
2018-01-02T09:00:00Z,8770,9679,40.0,153.0,2037
2018-01-02T10:00:00Z,8877,9637,41.0,208.0,2167
2018-01-02T11:00:00Z,8821,9454,41.0,226.0,2280
2018-01-02T12:00:00Z,8681,9425,38.0,206.0,2156
2018-01-02T13:00:00Z,8610,9406,35.0,154.0,2062
2018-01-02T14:00:00Z,8656,9483,38.0,77.0,2037
2018-01-02T15:00:00Z,8891,9797,40.0,22.0,1813
2018-01-02T16:00:00Z,9273,10010,44.0,8.0,1659
2018-01-02T17:00:00Z,9145,9808,42.0,8.0,1732
2018-01-02T18:00:00Z,8651,9309,39.0,0.0,1679
2018-01-02T19:00:00Z,8092,8741,36.0,0.0,1723
2018-01-02T20:00:00Z,7507,8165,31.0,0.0,1854
2018-01-02T21:00:00Z,7549,7981,26.0,0.0,1982
2018-01-02T22:00:00Z,7003,7470,17.0,0.0,1749
2018-01-02T23:00:00Z,6654,7002,10.0,0.0,1061
2018-01-03T00:00:00Z,6357,6743,6.0,0.0,588
2018-01-03T01:00:00Z,6200,6608,-2.0,0.0,276
2018-01-03T02:00:00Z,6112,6469,-11.0,0.0,250
2018-01-03T03:00:00Z,6206,6644,-3.0,0.0,397
2018-01-03T04:00:00Z,6780,7355,0.0,0.0,781
2018-01-03T05:00:00Z,7502,8524,5.0,0.0,1402
2018-01-03T06:00:00Z,8440,9470,19.0,8.0,1963
2018-01-03T07:00:00Z,8824,9714,20.0,16.0,2091
2018-01-03T08:00:00Z,8992,9688,19.0,44.0,2201
2018-01-03T09:00:00Z,9168,9679,19.0,83.0,2261
2018-01-03T10:00:00Z,9251,9637,18.0,129.0,2299
2018-01-03T11:00:00Z,9206,9454,16.0,148.0,2312
2018-01-03T12:00:00Z,9223,9425,16.0,113.0,2107
2018-01-03T13:00:00Z,9157,9406,15.0,85.0,1734
2018-01-03T14:00:00Z,8994,9483,17.0,48.0,1629
2018-01-03T15:00:00Z,9220,9797,18.0,16.0,1985
2018-01-03T16:00:00Z,9475,10010,23.0,8.0,1933
2018-01-03T17:00:00Z,9274,9808,22.0,8.0,2008
2018-01-03T18:00:00Z,8713,9309,20.0,0.0,1811
2018-01-03T19:00:00Z,8247,8741,13.0,0.0,1781
2018-01-03T20:00:00Z,7652,8165,9.0,0.0,1792
2018-01-03T21:00:00Z,7553,7981,6.0,0.0,1935
2018-01-03T22:00:00Z,7064,7470,-4.0,0.0,1976
2018-01-03T23:00:00Z,6758,7002,-18.0,0.0,1975
2018-01-04T00:00:00Z,6450,6743,-24.0,0.0,2136
2018-01-04T01:00:00Z,6240,6608,-24.0,0.0,2093
2018-01-04T02:00:00Z,6052,6469,-20.0,0.0,2157
2018-01-04T03:00:00Z,6186,6644,-9.0,0.0,1765
2018-01-04T04:00:00Z,6729,7355,5.0,0.0,1666
2018-01-04T05:00:00Z,7480,8524,15.0,0.0,1706
2018-01-04T06:00:00Z,8296,9470,30.0,8.0,1510
2018-01-04T07:00:00Z,8694,9714,34.0,20.0,1454
2018-01-04T08:00:00Z,8945,9688,38.0,59.0,1479
2018-01-04T09:00:00Z,9097,9679,41.0,110.0,932
2018-01-04T10:00:00Z,9241,9637,43.0,147.0,861
2018-01-04T11:00:00Z,9179,9454,44.0,156.0,927
2018-01-04T12:00:00Z,9112,9425,44.0,134.0,700
2018-01-04T13:00:00Z,9009,9406,43.0,94.0,450
2018-01-04T14:00:00Z,9052,9483,44.0,48.0,448
2018-01-04T15:00:00Z,9318,9797,49.0,17.0,451
2018-01-04T16:00:00Z,9470,10010,52.0,8.0,693
2018-01-04T17:00:00Z,9338,9808,47.0,8.0,873
2018-01-04T18:00:00Z,8764,9309,43.0,0.0,785
2018-01-04T19:00:00Z,8157,8741,37.0,0.0,607
2018-01-04T20:00:00Z,7618,8165,30.0,0.0,710
2018-01-04T21:00:00Z,7523,7981,26.0,0.0,844
2018-01-04T22:00:00Z,7078,7470,19.0,0.0,865
2018-01-04T23:00:00Z,6670,6929,6.0,0.0,897
2018-01-05T00:00:00Z,6317,6649,1.0,0.0,787
2018-01-05T01:00:00Z,6144,6508,-2.0,0.0,522
2018-01-05T02:00:00Z,6028,6368,-2.0,0.0,363
2018-01-05T03:00:00Z,6078,6504,0.0,0.0,443
2018-01-05T04:00:00Z,6574,7188,5.0,0.0,491
2018-01-05T05:00:00Z,7384,8342,18.0,0.0,625
2018-01-05T06:00:00Z,8249,9265,29.0,8.0,592
2018-01-05T07:00:00Z,8647,9506,38.0,21.0,460
2018-01-05T08:00:00Z,8799,9515,39.0,63.0,377
2018-01-05T09:00:00Z,8821,9501,41.0,116.0,338
2018-01-05T10:00:00Z,8787,9416,42.0,154.0,240
2018-01-05T11:00:00Z,8639,9160,40.0,167.0,211
2018-01-05T12:00:00Z,8512,9009,38.0,152.0,306
2018-01-05T13:00:00Z,8504,8901,38.0,113.0,511
2018-01-05T14:00:00Z,8486,8942,39.0,60.0,703
2018-01-05T15:00:00Z,8789,9283,44.0,20.0,721
2018-01-05T16:00:00Z,9095,9552,50.0,9.0,585
2018-01-05T17:00:00Z,8913,9381,51.0,8.0,692
2018-01-05T18:00:00Z,8335,8866,47.0,0.0,706
2018-01-05T19:00:00Z,7783,8303,43.0,0.0,559
2018-01-05T20:00:00Z,7206,7769,39.0,0.0,459
2018-01-05T21:00:00Z,7055,7629,37.0,0.0,358
2018-01-05T22:00:00Z,6675,7145,34.0,0.0,358
2018-01-05T23:00:00Z,6314,6675,28.0,0.0,299
2018-01-06T00:00:00Z,6026,6367,28.0,0.0,209
2018-01-06T01:00:00Z,5856,6230,25.0,0.0,208
2018-01-06T02:00:00Z,5680,6057,24.0,0.0,220
2018-01-06T03:00:00Z,5643,6048,24.0,0.0,183
2018-01-06T04:00:00Z,5886,6195,24.0,0.0,162
2018-01-06T05:00:00Z,6050,6339,28.0,0.0,195
2018-01-06T06:00:00Z,6572,6803,29.0,8.0,189
2018-01-06T07:00:00Z,6910,7153,35.0,21.0,193
2018-01-06T08:00:00Z,7209,7505,38.0,62.0,192
2018-01-06T09:00:00Z,7327,7738,39.0,113.0,151
2018-01-06T10:00:00Z,7418,7843,41.0,145.0,171
2018-01-06T11:00:00Z,7208,7679,40.0,154.0,185
2018-01-06T12:00:00Z,6998,7498,41.0,141.0,206
2018-01-06T13:00:00Z,6858,7393,39.0,104.0,224
2018-01-06T14:00:00Z,6974,7427,41.0,53.0,309
2018-01-06T15:00:00Z,7255,7829,42.0,18.0,386
2018-01-06T16:00:00Z,7711,8186,47.0,8.0,357
2018-01-06T17:00:00Z,7761,8183,47.0,8.0,276
2018-01-06T18:00:00Z,7358,7901,44.0,0.0,184
2018-01-06T19:00:00Z,7056,7569,38.0,0.0,154
2018-01-06T20:00:00Z,6654,7248,34.0,0.0,141
2018-01-06T21:00:00Z,6666,7362,34.0,0.0,138
2018-01-06T22:00:00Z,6303,6935,30.0,0.0,175
2018-01-06T23:00:00Z,5958,6675,25.0,0.0,161
2018-01-07T00:00:00Z,5700,6367,20.0,0.0,162
2018-01-07T01:00:00Z,5546,6230,17.0,0.0,158
2018-01-07T02:00:00Z,5388,6057,15.0,0.0,153
2018-01-07T03:00:00Z,5393,6048,17.0,0.0,150
2018-01-07T04:00:00Z,5614,6195,14.0,0.0,150
2018-01-07T05:00:00Z,5790,6339,14.0,0.0,109
2018-01-07T06:00:00Z,6318,6803,15.0,8.0,99
2018-01-07T07:00:00Z,6661,7153,18.0,19.0,95
2018-01-07T08:00:00Z,7132,7505,24.0,60.0,99
2018-01-07T09:00:00Z,7432,7738,26.0,111.0,107
2018-01-07T10:00:00Z,7617,7843,28.0,152.0,102
2018-01-07T11:00:00Z,7474,7679,27.0,170.0,110
2018-01-07T12:00:00Z,7231,7498,25.0,161.0,148
2018-01-07T13:00:00Z,7044,7393,24.0,121.0,272
2018-01-07T14:00:00Z,7056,7427,25.0,65.0,314
2018-01-07T15:00:00Z,7328,7829,30.0,21.0,418
2018-01-07T16:00:00Z,7711,8186,35.0,8.0,360
2018-01-07T17:00:00Z,7763,8183,34.0,8.0,366
2018-01-07T18:00:00Z,7417,7901,32.0,0.0,355
2018-01-07T19:00:00Z,7085,7569,28.0,0.0,340
2018-01-07T20:00:00Z,6697,7248,26.0,0.0,333
2018-01-07T21:00:00Z,6780,7362,28.0,0.0,286
2018-01-07T22:00:00Z,6396,6935,22.0,0.0,249
2018-01-07T23:00:00Z,6118,7002,23.0,0.0,222
2018-01-08T00:00:00Z,5915,6743,21.0,0.0,199
2018-01-08T01:00:00Z,5843,6608,18.0,0.0,213
2018-01-08T02:00:00Z,5725,6469,17.0,0.0,248
2018-01-08T03:00:00Z,5948,6644,19.0,0.0,277
2018-01-08T04:00:00Z,6740,7355,25.0,0.0,265
2018-01-08T05:00:00Z,7943,8524,37.0,0.0,237
2018-01-08T06:00:00Z,9051,9470,47.0,8.0,280
2018-01-08T07:00:00Z,9417,9714,47.0,19.0,252
2018-01-08T08:00:00Z,9492,9688,46.0,53.0,235
2018-01-08T09:00:00Z,9524,9679,44.0,99.0,214
2018-01-08T10:00:00Z,9573,9637,44.0,136.0,197
2018-01-08T11:00:00Z,9388,9454,43.0,152.0,204
2018-01-08T12:00:00Z,9328,9425,43.0,142.0,218
2018-01-08T13:00:00Z,9270,9406,40.0,112.0,264
2018-01-08T14:00:00Z,9261,9483,42.0,64.0,299
2018-01-08T15:00:00Z,9438,9797,45.0,22.0,300
2018-01-08T16:00:00Z,9632,10010,46.0,8.0,368
2018-01-08T17:00:00Z,9489,9808,43.0,8.0,390
2018-01-08T18:00:00Z,8876,9309,40.0,0.0,358
2018-01-08T19:00:00Z,8322,8741,33.0,0.0,346
2018-01-08T20:00:00Z,7780,8165,28.0,0.0,377
2018-01-08T21:00:00Z,7578,7981,25.0,0.0,567
2018-01-08T22:00:00Z,7112,7470,18.0,0.0,898
2018-01-08T23:00:00Z,6783,7002,11.0,0.0,1116
2018-01-09T00:00:00Z,6530,6743,9.0,0.0,1265
2018-01-09T01:00:00Z,6412,6608,7.0,0.0,1496
2018-01-09T02:00:00Z,6274,6469,5.0,0.0,1473
2018-01-09T03:00:00Z,6386,6644,6.0,0.0,1531
2018-01-09T04:00:00Z,6981,7355,11.0,0.0,1614
2018-01-09T05:00:00Z,8017,8524,29.0,0.0,1500
2018-01-09T06:00:00Z,9112,9470,37.0,8.0,1532
2018-01-09T07:00:00Z,9442,9714,39.0,22.0,1525
2018-01-09T08:00:00Z,9452,9688,38.0,66.0,1367
2018-01-09T09:00:00Z,9478,9679,38.0,121.0,1502
2018-01-09T10:00:00Z,9557,9637,39.0,163.0,1372
2018-01-09T11:00:00Z,9341,9454,41.0,174.0,1245
2018-01-09T12:00:00Z,9251,9425,39.0,158.0,1301
2018-01-09T13:00:00Z,9184,9406,42.0,114.0,1254
2018-01-09T14:00:00Z,9238,9483,44.0,60.0,1243
2018-01-09T15:00:00Z,9370,9797,45.0,21.0,1265
2018-01-09T16:00:00Z,9639,10010,50.0,8.0,1513
2018-01-09T17:00:00Z,9466,9808,51.0,8.0,1753
2018-01-09T18:00:00Z,8900,9309,47.0,0.0,1752
2018-01-09T19:00:00Z,8344,8741,43.0,0.0,1493
2018-01-09T20:00:00Z,7718,8165,38.0,0.0,1657
2018-01-09T21:00:00Z,7480,7981,37.0,0.0,1585
2018-01-09T22:00:00Z,6924,7470,30.0,0.0,1561
2018-01-09T23:00:00Z,6540,6583,27.0,0.0,1479
2018-01-10T00:00:00Z,6336,6299,26.0,0.0,1479
2018-01-10T01:00:00Z,6247,6174,26.0,0.0,1503
2018-01-10T02:00:00Z,6139,6044,26.0,0.0,1244
2018-01-10T03:00:00Z,6299,6203,27.0,0.0,1197
2018-01-10T04:00:00Z,7000,6864,30.0,0.0,1231
2018-01-10T05:00:00Z,8160,7901,41.0,0.0,1167
2018-01-10T06:00:00Z,9184,8742,52.0,9.0,948
2018-01-10T07:00:00Z,9578,9115,52.0,22.0,883
2018-01-10T08:00:00Z,9687,9271,50.0,67.0,708
2018-01-10T09:00:00Z,9751,9340,48.0,126.0,575
2018-01-10T10:00:00Z,9673,9331,49.0,175.0,390
2018-01-10T11:00:00Z,9462,9096,48.0,202.0,324
2018-01-10T12:00:00Z,9341,9053,48.0,189.0,262
2018-01-10T13:00:00Z,9250,8942,48.0,140.0,147
2018-01-10T14:00:00Z,9314,8886,50.0,74.0,98
2018-01-10T15:00:00Z,9486,8914,52.0,24.0,109
2018-01-10T16:00:00Z,9811,9161,56.0,9.0,86
2018-01-10T17:00:00Z,9663,9300,55.0,8.0,51
2018-01-10T18:00:00Z,9100,8913,51.0,0.0,24
2018-01-10T19:00:00Z,8465,8271,49.0,0.0,10
2018-01-10T20:00:00Z,7888,7689,46.0,0.0,11
2018-01-10T21:00:00Z,7640,7527,42.0,0.0,15
2018-01-10T22:00:00Z,7106,7012,39.0,0.0,24
2018-01-10T23:00:00Z,6738,6699,35.0,0.0,16
2018-01-11T00:00:00Z,6474,6409,34.0,0.0,17
2018-01-11T01:00:00Z,6347,6287,32.0,0.0,12
2018-01-11T02:00:00Z,6201,6151,30.0,0.0,9
2018-01-11T03:00:00Z,6365,6311,31.0,0.0,14
2018-01-11T04:00:00Z,6983,6976,34.0,0.0,39
2018-01-11T05:00:00Z,8088,7992,44.0,0.0,50
2018-01-11T06:00:00Z,9260,8841,53.0,9.0,56
2018-01-11T07:00:00Z,9605,9197,56.0,20.0,59
2018-01-11T08:00:00Z,9634,9342,56.0,57.0,81
2018-01-11T09:00:00Z,9658,9401,56.0,103.0,61
2018-01-11T10:00:00Z,9607,9378,56.0,146.0,41
2018-01-11T11:00:00Z,9412,9140,54.0,166.0,51
2018-01-11T12:00:00Z,9382,9090,53.0,152.0,59
2018-01-11T13:00:00Z,9338,8982,52.0,112.0,84
2018-01-11T14:00:00Z,9395,8929,53.0,63.0,146
2018-01-11T15:00:00Z,9566,8963,54.0,22.0,193
2018-01-11T16:00:00Z,9742,9222,58.0,8.0,260
2018-01-11T17:00:00Z,9579,9375,58.0,8.0,366
2018-01-11T18:00:00Z,9013,8997,54.0,0.0,448
2018-01-11T19:00:00Z,8418,8374,48.0,0.0,588
2018-01-11T20:00:00Z,7831,7793,44.0,0.0,683
2018-01-11T21:00:00Z,7603,7649,42.0,0.0,877
2018-01-11T22:00:00Z,7091,7135,37.0,0.0,840
2018-01-11T23:00:00Z,6780,6928,36.0,0.0,909
2018-01-12T00:00:00Z,6567,6643,34.0,0.0,955
2018-01-12T01:00:00Z,6430,6497,34.0,0.0,926
2018-01-12T02:00:00Z,6336,6354,32.0,0.0,977
2018-01-12T03:00:00Z,6476,6518,32.0,0.0,974
2018-01-12T04:00:00Z,7134,7181,35.0,0.0,995
2018-01-12T05:00:00Z,8189,8198,42.0,0.0,997
2018-01-12T06:00:00Z,9359,9050,52.0,9.0,1012
2018-01-12T07:00:00Z,9731,9388,54.0,21.0,955
2018-01-12T08:00:00Z,9783,9487,53.0,65.0,816
2018-01-12T09:00:00Z,9820,9518,53.0,125.0,650
2018-01-12T10:00:00Z,9803,9466,52.0,167.0,639
2018-01-12T11:00:00Z,9550,9203,51.0,179.0,625
2018-01-12T12:00:00Z,9362,9031,49.0,162.0,601
2018-01-12T13:00:00Z,9227,8892,47.0,122.0,571
2018-01-12T14:00:00Z,9205,8845,46.0,67.0,605
2018-01-12T15:00:00Z,9480,8995,47.0,23.0,670
2018-01-12T16:00:00Z,9755,9307,50.0,9.0,602
2018-01-12T17:00:00Z,9541,9364,50.0,9.0,550
2018-01-12T18:00:00Z,8829,8926,46.0,0.0,489
2018-01-12T19:00:00Z,8269,8319,41.0,0.0,415
2018-01-12T20:00:00Z,7669,7760,36.0,0.0,396
2018-01-12T21:00:00Z,7515,7661,36.0,0.0,391
2018-01-12T22:00:00Z,6991,7191,35.0,0.0,381
2018-01-12T23:00:00Z,6646,6682,35.0,0.0,391
2018-01-13T00:00:00Z,6344,6386,33.0,0.0,364
2018-01-13T01:00:00Z,6190,6214,32.0,0.0,324
2018-01-13T02:00:00Z,6101,6008,32.0,0.0,308
2018-01-13T03:00:00Z,6096,6032,32.0,0.0,264
2018-01-13T04:00:00Z,6361,6270,31.0,0.0,237
2018-01-13T05:00:00Z,6686,6544,33.0,0.0,223
2018-01-13T06:00:00Z,7430,7143,34.0,9.0,209
2018-01-13T07:00:00Z,7996,7586,36.0,23.0,165
2018-01-13T08:00:00Z,8380,7939,40.0,68.0,160
2018-01-13T09:00:00Z,8595,8056,39.0,123.0,130
2018-01-13T10:00:00Z,8680,8047,40.0,161.0,102
2018-01-13T11:00:00Z,8516,7832,38.0,175.0,100
2018-01-13T12:00:00Z,8278,7630,37.0,157.0,136
2018-01-13T13:00:00Z,8218,7513,35.0,117.0,197
2018-01-13T14:00:00Z,8201,7530,36.0,65.0,224
2018-01-13T15:00:00Z,8336,7753,38.0,23.0,278
2018-01-13T16:00:00Z,8632,8138,42.0,9.0,309
2018-01-13T17:00:00Z,8445,8180,42.0,9.0,343
2018-01-13T18:00:00Z,7976,7756,40.0,0.0,305
2018-01-13T19:00:00Z,7552,7274,34.0,0.0,286
2018-01-13T20:00:00Z,7098,6897,32.0,0.0,337
2018-01-13T21:00:00Z,7099,6967,34.0,0.0,387
2018-01-13T22:00:00Z,6761,6562,29.0,0.0,440
2018-01-13T23:00:00Z,6472,6471,26.0,0.0,427
2018-01-14T00:00:00Z,6162,6109,25.0,0.0,329
2018-01-14T01:00:00Z,6002,5953,24.0,0.0,335
2018-01-14T02:00:00Z,5836,5775,21.0,0.0,448
2018-01-14T03:00:00Z,5804,5758,20.0,0.0,623
2018-01-14T04:00:00Z,5975,5893,22.0,0.0,716
2018-01-14T05:00:00Z,6147,5943,23.0,0.0,815
2018-01-14T06:00:00Z,6807,6409,25.0,10.0,913
2018-01-14T07:00:00Z,7179,6803,30.0,21.0,1067
2018-01-14T08:00:00Z,7658,7196,32.0,59.0,1118
2018-01-14T09:00:00Z,8014,7434,31.0,113.0,1059
2018-01-14T10:00:00Z,8221,7499,35.0,155.0,951
2018-01-14T11:00:00Z,7994,7318,35.0,171.0,766
2018-01-14T12:00:00Z,7700,7125,33.0,156.0,729
2018-01-14T13:00:00Z,7516,6979,32.0,115.0,674
2018-01-14T14:00:00Z,7412,7006,32.0,63.0,675
2018-01-14T15:00:00Z,7658,7313,35.0,22.0,736
2018-01-14T16:00:00Z,8115,7757,39.0,10.0,726
2018-01-14T17:00:00Z,8237,7949,40.0,9.0,757
2018-01-14T18:00:00Z,7885,7738,39.0,0.0,752
2018-01-14T19:00:00Z,7565,7374,35.0,0.0,701
2018-01-14T20:00:00Z,7238,7058,31.0,0.0,734
2018-01-14T21:00:00Z,7334,7214,33.0,0.0,738
2018-01-14T22:00:00Z,6984,6848,27.0,0.0,702
2018-01-14T23:00:00Z,6809,6836,25.0,0.0,649
2018-01-15T00:00:00Z,6572,6530,25.0,0.0,616
2018-01-15T01:00:00Z,6459,6421,24.0,0.0,635
2018-01-15T02:00:00Z,6395,6295,22.0,0.0,555
2018-01-15T03:00:00Z,6633,6510,21.0,0.0,503
2018-01-15T04:00:00Z,7239,7215,26.0,0.0,477
2018-01-15T05:00:00Z,8385,8186,39.0,0.0,470
2018-01-15T06:00:00Z,9503,9132,48.0,10.0,547
2018-01-15T07:00:00Z,9864,9471,44.0,22.0,530
2018-01-15T08:00:00Z,9884,9650,42.0,66.0,559
2018-01-15T09:00:00Z,9952,9719,39.0,129.0,722
2018-01-15T10:00:00Z,9955,9680,38.0,180.0,833
2018-01-15T11:00:00Z,9821,9508,35.0,205.0,982
2018-01-15T12:00:00Z,9774,9404,34.0,187.0,1187
2018-01-15T13:00:00Z,9730,9330,35.0,133.0,1320
2018-01-15T14:00:00Z,9721,9364,35.0,70.0,1359
2018-01-15T15:00:00Z,9940,9615,35.0,23.0,1499
2018-01-15T16:00:00Z,10244,9953,37.0,10.0,1685
2018-01-15T17:00:00Z,10098,9911,36.0,9.0,1860
2018-01-15T18:00:00Z,9648,9381,31.0,0.0,1951
2018-01-15T19:00:00Z,9010,8809,24.0,0.0,2027
2018-01-15T20:00:00Z,8406,8280,13.0,0.0,2099
2018-01-15T21:00:00Z,8176,8163,8.0,0.0,2089
2018-01-15T22:00:00Z,7640,7673,-1.0,0.0,2150
2018-01-15T23:00:00Z,7241,7354,-7.0,0.0,2231
2018-01-16T00:00:00Z,7020,7056,-8.0,0.0,2181
2018-01-16T01:00:00Z,6919,6928,-1.0,0.0,2252
2018-01-16T02:00:00Z,6769,6795,1.0,0.0,2235
2018-01-16T03:00:00Z,6864,6976,4.0,0.0,2107
2018-01-16T04:00:00Z,7562,7663,10.0,0.0,1636
2018-01-16T05:00:00Z,8546,8745,25.0,0.0,1468
2018-01-16T06:00:00Z,9582,9642,37.0,9.0,1336
2018-01-16T07:00:00Z,9915,9904,39.0,17.0,1197
2018-01-16T08:00:00Z,9989,9927,38.0,46.0,1142
2018-01-16T09:00:00Z,10048,9903,37.0,89.0,1100
2018-01-16T10:00:00Z,10122,9859,37.0,134.0,1118
2018-01-16T11:00:00Z,9869,9637,36.0,145.0,978
2018-01-16T12:00:00Z,9758,9565,35.0,132.0,1028
2018-01-16T13:00:00Z,9609,9492,35.0,101.0,799
2018-01-16T14:00:00Z,9608,9515,37.0,59.0,698
2018-01-16T15:00:00Z,9826,9713,38.0,23.0,668
2018-01-16T16:00:00Z,10085,9970,44.0,10.0,670
2018-01-16T17:00:00Z,9985,9990,41.0,9.0,689
2018-01-16T18:00:00Z,9315,9615,39.0,0.0,904
2018-01-16T19:00:00Z,8724,9067,34.0,0.0,1094
2018-01-16T20:00:00Z,8186,8452,29.0,0.0,1236
2018-01-16T21:00:00Z,7934,8277,28.0,0.0,1225
2018-01-16T22:00:00Z,7391,7755,20.0,0.0,1189
2018-01-16T23:00:00Z,7004,7155,18.0,0.0,1184
2018-01-17T00:00:00Z,6864,6851,16.0,0.0,1280
2018-01-17T01:00:00Z,6702,6721,14.0,0.0,1195
2018-01-17T02:00:00Z,6602,6589,12.0,0.0,1548
2018-01-17T03:00:00Z,6662,6754,13.0,0.0,1322
2018-01-17T04:00:00Z,7350,7442,19.0,0.0,1091
2018-01-17T05:00:00Z,8573,8548,30.0,0.0,804
2018-01-17T06:00:00Z,9602,9460,38.0,9.0,500
2018-01-17T07:00:00Z,9890,9798,42.0,18.0,459
2018-01-17T08:00:00Z,9959,9894,39.0,50.0,541
2018-01-17T09:00:00Z,10018,9927,36.0,102.0,585
2018-01-17T10:00:00Z,10104,9930,34.0,149.0,1128
2018-01-17T11:00:00Z,9924,9729,33.0,178.0,1787
2018-01-17T12:00:00Z,9850,9655,31.0,172.0,2044
2018-01-17T13:00:00Z,9807,9568,31.0,135.0,2396
2018-01-17T14:00:00Z,9730,9565,32.0,78.0,2438
2018-01-17T15:00:00Z,9903,9682,33.0,27.0,2274
2018-01-17T16:00:00Z,10189,9929,38.0,10.0,2368
2018-01-17T17:00:00Z,10018,9949,38.0,9.0,2171
2018-01-17T18:00:00Z,9447,9555,36.0,0.0,2173
2018-01-17T19:00:00Z,8860,8973,31.0,0.0,1893
2018-01-17T20:00:00Z,8321,8364,25.0,0.0,1494
2018-01-17T21:00:00Z,8137,8152,24.0,0.0,1391
2018-01-17T22:00:00Z,7580,7636,16.0,0.0,1244
2018-01-17T23:00:00Z,7267,7158,15.0,0.0,1725
2018-01-18T00:00:00Z,6986,6872,12.0,0.0,2153
2018-01-18T01:00:00Z,6886,6741,10.0,0.0,2294
2018-01-18T02:00:00Z,6714,6614,10.0,0.0,2052
2018-01-18T03:00:00Z,6858,6794,12.0,0.0,1955
2018-01-18T04:00:00Z,7477,7479,19.0,0.0,1510
2018-01-18T05:00:00Z,8576,8597,29.0,0.0,1376
2018-01-18T06:00:00Z,9514,9494,39.0,9.0,1175
2018-01-18T07:00:00Z,9751,9786,43.0,21.0,1277
2018-01-18T08:00:00Z,9829,9838,41.0,55.0,957
2018-01-18T09:00:00Z,9900,9836,39.0,100.0,652
2018-01-18T10:00:00Z,9970,9813,39.0,131.0,882
2018-01-18T11:00:00Z,9849,9598,37.0,140.0,1659
2018-01-18T12:00:00Z,9795,9535,35.0,130.0,2063
2018-01-18T13:00:00Z,9608,9444,34.0,101.0,2081
2018-01-18T14:00:00Z,9478,9448,34.0,62.0,2220
2018-01-18T15:00:00Z,9594,9598,35.0,24.0,2316
2018-01-18T16:00:00Z,9903,9837,40.0,10.0,2289
2018-01-18T17:00:00Z,9756,9879,42.0,9.0,2313
2018-01-18T18:00:00Z,9156,9501,41.0,0.0,2007
2018-01-18T19:00:00Z,8502,8923,39.0,0.0,1474
2018-01-18T20:00:00Z,7979,8304,34.0,0.0,1249
2018-01-18T21:00:00Z,7829,8095,34.0,0.0,1417
2018-01-18T22:00:00Z,7331,7562,29.0,0.0,1746
2018-01-18T23:00:00Z,7038,6949,27.0,0.0,1948
2018-01-19T00:00:00Z,6790,6659,26.0,0.0,2046
2018-01-19T01:00:00Z,6626,6511,25.0,0.0,1687
2018-01-19T02:00:00Z,6401,6372,24.0,0.0,1449
2018-01-19T03:00:00Z,6585,6533,26.0,0.0,1378
2018-01-19T04:00:00Z,7311,7203,29.0,0.0,1121
2018-01-19T05:00:00Z,8388,8255,38.0,0.0,1167
2018-01-19T06:00:00Z,9513,9120,48.0,9.0,1054
2018-01-19T07:00:00Z,9941,9473,49.0,22.0,797
2018-01-19T08:00:00Z,10039,9576,48.0,61.0,645
2018-01-19T09:00:00Z,10052,9613,47.0,117.0,497
